Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
28-March-2024,1969.00,1979.00,1969.00,2011.25,1974.000000000000000000,2,2,3948.00,,,10.00,42.25,@
