Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
28-March-2024,607.50,607.50,607.50,602.30,607.500000000000000000,2,2,1215.00,,,0.00,-5.20,@
