Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,
28-March-2024,556.00,556.00,556.00,560.45,556.000000000000000000,1,1,556.00,,,0.00,4.45,@
