Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
717672,Axis Finance Limited,AFL101219,Axis Finance Ltd,Delisted,F ,500000.00,INE891K14IQ5, ,Commercial Papers,-,-,-,-
717673,Manappuram Finance Limited,MFL21219,Manappuram Finance Ltd,Delisted,F ,500000.00,INE522D14LW3, ,Commercial Papers,-,-,-,-
717674,Manappuram Finance Limited,MFL31219,Manappuram Finance Ltd,Delisted,F ,500000.00,INE522D14LV5, ,Commercial Papers,-,-,-,-
717675,Manappuram Finance Limited,MFL41219,Manappuram Finance Ltd,Delisted,F ,500000.00,INE522D14LX1, ,Commercial Papers,-,-,-,-
717676,Aditya Birla  Money Ltd,ABML131219,ABML-11-2-20-CP,Delisted,F ,500000.00,INE865C14EN2, ,Commercial Papers,-,-,-,-
717677,NTPC Limited,NTPC17DEC19,NTPC Ltd,Delisted,F ,500000.00,INE733E14641, ,Commercial Papers,-,-,-,-
717678,Fullerton India Credit Company Limited,FICCL51219,FICCL-14-9-20-CP,Delisted,F ,500000.00,INE535H14IC4, ,Commercial Papers,-,-,-,-
717679,Aditya Birla Finance Limited,ABFL131219,Aditya Birla Finance Ltd,Delisted,F ,500000.00,INE860H14O92, ,Commercial Papers,-,-,-,-
717680,KEC International Ltd.,KECIL131219,KEC International Ltd,Delisted,F ,500000.00,INE389H14EY9, ,Commercial Papers,-,-,-,-
717681,JSW Steel Limited,JSWSL161219,JSW Steel Ltd,Delisted,F ,500000.00,INE019A14IH3, ,Commercial Papers,-,-,-,-
717682,Aditya Birla  Money Ltd,ABML191219,ABML-14-2-20-CP,Delisted,F ,500000.00,INE865C14EO0, ,Commercial Papers,-,-,-,-
717683,Aditya Birla  Money Ltd,ABML191219A,ABML-18-2-20-CP,Delisted,F ,500000.00,INE865C14EP7, ,Commercial Papers,-,-,-,-
717684,ICICI HOME FINANCE COMPANY LIMITED,IHF291119,IHFL-28-2-20-CP,Delisted,F ,500000.00,INE071G14CY9, ,Commercial Papers,-,-,-,-
717685,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICP181219,SBICPSL-17-3-20-CP,Delisted,F ,500000.00,INE018E14OH5, ,Commercial Papers,-,-,-,-
717686,GIC Housing Finance Ltd.,GICHF121219,GIC Housing Finance Ltd,Delisted,F ,500000.00,INE289B14FS3, ,Commercial Papers,-,-,-,-
717687,Manappuram Finance Limited,MFL131219,Manappuram Finance Ltd,Delisted,F ,500000.00,INE522D14LY9, ,Commercial Papers,-,-,-,-
717688,Steel Authority of India Ltd.,SAIL051219,Steel Authority of India Ltd,Delisted,F ,500000.00,INE114A14IE9, ,Commercial Papers,-,-,-,-
717689,Steel Authority of India Ltd.,SAIL091219,Steel Authority of India Ltd,Delisted,F ,500000.00,INE114A14IF6, ,Commercial Papers,-,-,-,-
717690,JSW Steel Limited,JSWSL191219,JSW Steel Ltd,Delisted,F ,500000.00,INE019A14II1, ,Commercial Papers,-,-,-,-
717691,JSW Steel Limited,JSWS191219A,JSW Steel Ltd,Delisted,F ,500000.00,INE019A14IJ9, ,Commercial Papers,-,-,-,-
717692,Axis Finance Limited,AFL13MAR20,Axis Finance Ltd,Delisted,F ,500000.00,INE891K14IR3, ,Commercial Papers,-,-,-,-
717693,Housing Development Finance Corp.Lt,HDFC231219,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14WD1, ,Commercial Papers,-,-,-,-
717694,Ceat Ltd.,CEATL6MAR20,CEATL-6-3-20-CP,Delisted,F ,500000.00,INE482A14874, ,Commercial Papers,-,-,-,-
717695,STANDARD CHARTERED CAPITAL LIMITED,SCILI131219,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14MC9, ,Commercial Papers,-,-,-,-
717696,STANDARD CHARTERED CAPITAL LIMITED,SCILI161219,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14MA3, ,Commercial Papers,-,-,-,-
717697,STANDARD CHARTERED CAPITAL LIMITED,SCIL161219A,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14MB1, ,Commercial Papers,-,-,-,-
717698,STANDARD CHARTERED CAPITAL LIMITED,SCILI191219,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14MD7, ,Commercial Papers,-,-,-,-
717699,STANDARD CHARTERED CAPITAL LIMITED,SCILI201219,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14ME5, ,Commercial Papers,-,-,-,-
717700,STANDARD CHARTERED CAPITAL LIMITED,SCIL201219A,Standard Chartered Investments and Loans (India) Ltd,Delisted,F ,500000.00,INE403G14MF2, ,Commercial Papers,-,-,-,-
717701,Axis Finance Limited,AFL191219,Axis Finance Ltd,Delisted,F ,500000.00,INE891K14IS1, ,Commercial Papers,-,-,-,-
717702,Siyaram Silk Mills Ltd.,SSM231219,SSM-20-03-2020-CP,Delisted,F ,500000.00,INE076B14500, ,Commercial Papers,-,-,-,-
717703,Balrampur Chini Mills Ltd.,BCML20DEC19,BCML-19-3-20-CP,Delisted,F ,500000.00,INE119A14641, ,Commercial Papers,-,-,-,-
717704,KEC International Ltd.,KECI17DEC19,KEC International Ltd,Delisted,F ,500000.00,INE389H14EX1, ,Commercial Papers,-,-,-,-
717705,Aditya Birla Housing Finance Limited,ABHF111219,Aditya Birla Housing Finance Ltd,Delisted,F ,500000.00,INE831R14BH0, ,Commercial Papers,-,-,-,-
717706,Aditya Birla Housing Finance Limited,ABHF191219,Aditya Birla Housing Finance Ltd,Delisted,F ,500000.00,INE831R14BI8, ,Commercial Papers,-,-,-,-
717707,JSW Steel Limited,JSWSL231219,JSW Steel Ltd,Delisted,F ,500000.00,INE019A14IK7, ,Commercial Papers,-,-,-,-
717708,TATA STEEL LONG PRODUCTS LIMITED,TSLPL191219,TSLPL-12-03-2020-CP,Delisted,F ,500000.00,INE674A14066, ,Commercial Papers,-,-,-,-
717709,Sterlite Technologies Limited.,STL161219,Sterlite Technologies Ltd,Delisted,F ,500000.00,INE089C14964, ,Commercial Papers,-,-,-,-
717710,Housing Development Finance Corp.Lt,HDFCL200220,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14WE9, ,Commercial Papers,-,-,-,-
717711,TATA STEEL LIMITED,TATAS261219,Tata Steel Ltd,Delisted,F ,500000.00,INE081A14AK4, ,Commercial Papers,-,-,-,-
717712,Bharat Heavy Electricals Ltd.,BHEL29NOV19,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14193, ,Commercial Papers,-,-,-,-
717713,Bharat Heavy Electricals Ltd.,BHEL10DEC19,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14201, ,Commercial Papers,-,-,-,-
717714,Bharat Heavy Electricals Ltd.,BHEL12DEC19,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14219, ,Commercial Papers,-,-,-,-
717715,GIC Housing Finance Ltd.,GHFL191219,GIC Housing Finance Ltd,Delisted,F ,500000.00,INE289B14FT1, ,Commercial Papers,-,-,-,-
717716,Vardhman Special Steels Ltd,VSSL171219,Vardhman Special Steels Ltd,Delisted,F ,500000.00,INE050M14627, ,Commercial Papers,-,-,-,-
717717,Vardhman Special Steels Ltd,VSSL171219A,Vardhman Special Steels Ltd,Delisted,F ,500000.00,INE050M14635, ,Commercial Papers,-,-,-,-
717718,Kotak Mahindra Prime Limited,KMPL171219,Kotak Mahindra Prime Ltd,Delisted,F ,500000.00,INE916D14S47, ,Commercial Papers,-,-,-,-
717719,Kotak Mahindra Prime Limited,KMPL191219,Kotak Mahindra Prime Ltd,Delisted,F ,500000.00,INE916D14S54, ,Commercial Papers,-,-,-,-
717720,Kotak Mahindra Investments Limited,KMIL24DEC19,Kotak Mahindra Investments Ltd,Delisted,F ,500000.00,INE975F14SH4, ,Commercial Papers,-,-,-,-
717721,TATA STEEL BSL LIMITED,TSBL9DEC19,TSBL-19-2-20-CP,Delisted,F ,500000.00,INE824B14HY1, ,Commercial Papers,-,-,-,-
717722,Housing Development Finance Corp.Lt,HDFCL060219,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UR5, ,Commercial Papers,-,-,-,-
717723,Housing Development Finance Corp.Lt,HDFCL150219,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UT1, ,Commercial Papers,-,-,-,-
717724,Housing Development Finance Corp.Lt,HDFCL060319,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UV7, ,Commercial Papers,-,-,-,-
717725,Housing Development Finance Corp.Lt,HDFCL120319,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UW5, ,Commercial Papers,-,-,-,-
717726,Housing Development Finance Corp.Lt,HDFCL130319,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UX3, ,Commercial Papers,-,-,-,-
717727,Housing Development Finance Corp.Lt,HDFCL140319,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14UY1, ,Commercial Papers,-,-,-,-
717728,Housing Development Finance Corp.Lt,HDFC130319,HDFCL-24-01-2020-CP,Delisted,F ,500000.00,INE001A14UZ8, ,Commercial Papers,-,-,-,-
717729,Housing Development Finance Corp.Lt,HDFCL240519,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VH4, ,Commercial Papers,-,-,-,-
717730,Housing Development Finance Corp.Lt,HDFCL250619,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VJ0, ,Commercial Papers,-,-,-,-
717731,Housing Development Finance Corp.Lt,HDFCL240619,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VK8, ,Commercial Papers,-,-,-,-
717732,Housing Development Finance Corp.Lt,HDFCL180719,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VO0, ,Commercial Papers,-,-,-,-
717733,Housing Development Finance Corp.Lt,HDFCL220719,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VP7, ,Commercial Papers,-,-,-,-
717734,Housing Development Finance Corp.Lt,HDFCL070819,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VQ5, ,Commercial Papers,-,-,-,-
717735,Housing Development Finance Corp.Lt,HDFCL280819,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VS1, ,Commercial Papers,-,-,-,-
717736,Housing Development Finance Corp.Lt,HDFC280819,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VT9, ,Commercial Papers,-,-,-,-
717737,Housing Development Finance Corp.Lt,HDFCL040919,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VU7, ,Commercial Papers,-,-,-,-
717738,Housing Development Finance Corp.Lt,HDFCL110919,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VV5, ,Commercial Papers,-,-,-,-
717739,Housing Development Finance Corp.Lt,HDFCL161019,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14VZ6, ,Commercial Papers,-,-,-,-
717740,Housing Development Finance Corp.Lt,HDFCL231019,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14WA7, ,Commercial Papers,-,-,-,-
717741,Housing Development Finance Corp.Lt,HDFCL251119,Housing Development Finance Corporation Ltd,Delisted,F ,500000.00,INE001A14WB5, ,Commercial Papers,-,-,-,-
717742,Fullerton India Credit Company Limited,FICCL091219,FICCL-8-12-20-CP,Delisted,F ,500000.00,INE535H14ID2, ,Commercial Papers,-,-,-,-
717743,Tata Value Homes Limited,TVHL280220,TVHL-28-2-20-CP,Delisted,F ,500000.00,INE069P14232, ,Commercial Papers,-,-,-,-
717744,Tata Realty and Infrastructure Limited,TRIL090719,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14894, ,Commercial Papers,-,-,-,-
717745,Tata Realty and Infrastructure Limited,TRIL090719A,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14886, ,Commercial Papers,-,-,-,-
717746,Tata Realty and Infrastructure Limited,TRIL120719,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14902, ,Commercial Papers,-,-,-,-
717747,Tata Realty and Infrastructure Limited,TRIL120719A,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14910, ,Commercial Papers,-,-,-,-
717748,Tata Realty and Infrastructure Limited,TRIL120719B,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14928, ,Commercial Papers,-,-,-,-
717749,Tata Realty and Infrastructure Limited,TRIL160719,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14936, ,Commercial Papers,-,-,-,-
717750,Hinduja Leyland Finance Limited,HLFL021219,Hinduja Leyland Finance Ltd,Delisted,F ,500000.00,INE146O14AR1, ,Commercial Papers,-,-,-,-
717751,Tata Realty and Infrastructure Limited,TRIL240919,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14AB7, ,Commercial Papers,-,-,-,-
717752,Tata Realty and Infrastructure Limited,TRIL251019,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14AD3, ,Commercial Papers,-,-,-,-
717753,Tata Realty and Infrastructure Limited,TRIL251019A,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14AF8, ,Commercial Papers,-,-,-,-
717754,Tata Realty and Infrastructure Limited,TRIL291019,TRIL-27-1-20-CP,Delisted,F ,500000.00,INE371K14AE1, ,Commercial Papers,-,-,-,-
717755,Hinduja Leyland Finance Limited,HLF021219,Hinduja Leyland Finance Ltd,Delisted,F ,500000.00,INE146O14AQ3, ,Commercial Papers,-,-,-,-
717756,Tata Realty and Infrastructure Limited,TRIL61119,Tata Realty and Infrastructure Ltd,Delisted,F ,500000.00,INE371K14AG6, ,Commercial Papers,-,-,-,-
717757,Tata Realty and Infrastructure Limited,TRIL051219,TRIL-28-1-20-CP,Delisted,F ,500000.00,INE371K14AI2, ,Commercial Papers,-,-,-,-
717758,Hinduja Leyland Finance Limited,HLFL121219,Hinduja Leyland Finance Ltd,Delisted,F ,500000.00,INE146O14AS9, ,Commercial Papers,-,-,-,-
717759,Grasim Industries Ltd,GIL231219,Grasim Industries Ltd,Delisted,F ,500000.00,INE047A14610, ,Commercial Papers,-,-,-,-
717760,Hinduja Leyland Finance Limited,HLFL181219,Hinduja Leyland Finance Ltd,Delisted,F ,500000.00,INE146O14AU5, ,Commercial Papers,-,-,-,-
717761,Tata Housing Development Company Limited,THDCL051219,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FJ9, ,Commercial Papers,-,-,-,-
717762,Hinduja Leyland Finance Limited,HLFL111219,Hinduja Leyland Finance Ltd,Delisted,F ,500000.00,INE146O14AT7, ,Commercial Papers,-,-,-,-
717763,Bharat Heavy Electricals Ltd.,BHEL241219,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14227, ,Commercial Papers,-,-,-,-
717764,Tata Housing Development Company Limited,THDCL031219,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FI1, ,Commercial Papers,-,-,-,-
717765,Bharat Heavy Electricals Ltd.,BHEL141019,Bharat Heavy Electricals Ltd.,Delisted,F ,500000.00,INE257A14136, ,Commercial Papers,-,-,-,-
717766,Bharat Heavy Electricals Ltd.,BHEL221019,Bharat Heavy Electricals Ltd.,Delisted,F ,500000.00,INE257A14144, ,Commercial Papers,-,-,-,-
717767,Tata Housing Development Company Limited,THDCL121219,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FK7, ,Commercial Papers,-,-,-,-
717768,Bharat Heavy Electricals Ltd.,BHEL301019,Bharat Heavy Electricals Ltd.,Delisted,F ,500000.00,INE257A14151, ,Commercial Papers,-,-,-,-
717769,Bharat Heavy Electricals Ltd.,BHEL51119,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14169, ,Commercial Papers,-,-,-,-
717770,Bharat Heavy Electricals Ltd.,BHEL131119,Bharat Heavy Electricals Ltd,Delisted,F ,500000.00,INE257A14177, ,Commercial Papers,-,-,-,-
717771,Tata Housing Development Company Limited,THDCL181119,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FG5, ,Commercial Papers,-,-,-,-
717772,Grasim Industries Ltd,GIL201219,Grasim Industries Ltd,Delisted,F ,500000.00,INE047A14602, ,Commercial Papers,-,-,-,-
717773,Tata Housing Development Company Limited,THDCL141119,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FF7, ,Commercial Papers,-,-,-,-
717774,Tata Housing Development Company Limited,THDCL131119,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FH3, ,Commercial Papers,-,-,-,-
717775,Tata Housing Development Company Limited,THDCL071119,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FE0, ,Commercial Papers,-,-,-,-
717776,Larsen & Toubro Limited,L&TL271219,Larsen & Toubro Ltd,Delisted,F ,500000.00,INE018A14HI5, ,Commercial Papers,-,-,-,-
717777,Tata Housing Development Company Limited,THDCL041119,Tata Housing Development Company Ltd,Delisted,F ,500000.00,INE582L14FD2, ,Commercial Papers,-,-,-,-
717778,KEC International Ltd.,KIL241219,KEC International Ltd,Delisted,F ,500000.00,INE389H14EZ6, ,Commercial Papers,-,-,-,-
717779,Sterlite Technologies Limited.,STL18DEC19,Sterlite Technologies Ltd,Delisted,F ,500000.00,INE089C14972, ,Commercial Papers,-,-,-,-
717780,Aarti Industries Ltd,AIL181219,Aarti Industries Ltd,Delisted,F ,500000.00,INE769A14502, ,Commercial Papers,-,-,-,-
717781,BASF India Ltd,BASF17DEC19,BASFIL-24-2-20-CP,Delisted,F ,500000.00,INE373A14966, ,Commercial Papers,-,-,-,-
717782,GIC Housing Finance Ltd.,GICHF261219,GIC Housing Finance Ltd,Delisted,F ,500000.00,INE289B14FU9, ,Commercial Papers,-,-,-,-
717783,Himadri Speciality Chemical Ltd.,HSCL261219,HSCL-24-03-2020-CP,Delisted,F ,500000.00,INE019C14508, ,Commercial Papers,-,-,-,-
717784,Aditya Birla Capital Ltd,ABCL271219,ABCL-28-1-20-CP,Delisted,F ,500000.00,INE674K14891, ,Commercial Papers,-,-,-,-
717785,birla Group Holdings Private Limited,BGHPL201219,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14276, ,Commercial Papers,-,-,-,-
717786,Aditya Birla Capital Ltd,ABCL261219,ABCL-27-1-2020-CP,Delisted,F ,500000.00,INE674K14875, ,Commercial Papers,-,-,-,-
717787,birla Group Holdings Private Limited,BGHPL121219,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14268, ,Commercial Papers,-,-,-,-
717788,birla Group Holdings Private Limited,BGHPL051219,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14243, ,Commercial Papers,-,-,-,-
717789,birla Group Holdings Private Limited,BHPL051219,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14250, ,Commercial Papers,-,-,-,-
717790,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL4619,SBICPSL-13-03-20-CP,Delisted,F ,500000.00,INE018E14NC8, ,Commercial Papers,-,-,-,-
717791,birla Group Holdings Private Limited,BGHPL291119,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14235, ,Commercial Papers,-,-,-,-
717792,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL4719,SBI Cards and Payment Services Ltd,Delisted,F ,500000.00,INE018E14NG9, ,Commercial Papers,-,-,-,-
717793,birla Group Holdings Private Limited,BGHPL271119,BGHPL-27-01-2020-CP,Delisted,F ,500000.00,INE09OL14227, ,Commercial Papers,-,-,-,-
717794,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL187,SBI Cards and Payment Services Ltd,Delisted,F ,500000.00,INE018E14NI5, ,Commercial Papers,-,-,-,-
717795,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL279,SBI Cards and Payment Services Ltd,Delisted,F ,500000.00,INE018E14NU0, ,Commercial Papers,-,-,-,-
717796,birla Group Holdings Private Limited,BGHPL221119,BGHPL-21-01-2020-CP,Delisted,F ,500000.00,INE09OL14219, ,Commercial Papers,-,-,-,-
717797,birla Group Holdings Private Limited,BGHPL261219,Birla Group Holdings Pvt. Ltd,Delisted,F ,500000.00,INE09OL14201, ,Commercial Papers,-,-,-,-
717798,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL710,SBI Cards and Payment Services Ltd,Delisted,F ,500000.00,INE018E14NX4, ,Commercial Papers,-,-,-,-
717799,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL1810,SBICPSL-17-1-20-CP,Delisted,F ,500000.00,INE018E14OC6, ,Commercial Papers,-,-,-,-
717800,birla Group Holdings Private Limited,BGHPL151019,BGHPL-13-01-2020-CP,Delisted,F ,500000.00,INE09OL14185, ,Commercial Papers,-,-,-,-
717801,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL2210,SBICPSL-21-4-20-CP,Delisted,F ,500000.00,INE018E14OD4, ,Commercial Papers,-,-,-,-
717802,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL711,SBI Cards and Payment Services Ltd,Delisted,F ,500000.00,INE018E14OE2, ,Commercial Papers,-,-,-,-
717803,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL1111,SBICPSL-07-2-20-CP,Delisted,F ,500000.00,INE018E14OF9, ,Commercial Papers,-,-,-,-
717804,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICPSL2011,SBICPSL-21-5-20-CP,Delisted,F ,500000.00,INE018E14OG7, ,Commercial Papers,-,-,-,-
717805,HT Media Ltd,HTML18NOV19,HTML-14-02-2020-CP,Delisted,F ,500000.00,INE501G14BP5, ,Commercial Papers,-,-,-,-
717806,BASF India Ltd,BASF31OCT19,BASFL-29-1-20-CP,Delisted,F ,500000.00,INE373A14958, ,Commercial Papers,-,-,-,-
717807,BASF India Ltd,BASF16OCT19,BASFL-16-1-20-CP,Delisted,F ,500000.00,INE373A14941, ,Commercial Papers,-,-,-,-
717808,HT Media Ltd,HTML19NOV19,HTML-17-02-2020-CP,Delisted,F ,500000.00,INE501G14BQ3, ,Commercial Papers,-,-,-,-
717809,The Ramco Cements Limited,TRCL031219,TRCL-29-1-20-CP,Delisted,F ,500000.00,INE331A14JG2, ,Commercial Papers,-,-,-,-
717810,The Ramco Cements Limited,TRCL111219,The Ramco Cements Ltd,Delisted,F ,500000.00,INE331A14JD9, ,Commercial Papers,-,-,-,-
717811,HT Media Ltd,HTML22NOV19,HTML-20-02-2020-CP,Delisted,F ,500000.00,INE501G14BS9, ,Commercial Papers,-,-,-,-
717812,The Ramco Cements Limited,TRCL171219,The Ramco Cements Ltd,Delisted,F ,500000.00,INE331A14JI8, ,Commercial Papers,-,-,-,-
717813,Aditya Birla Capital Ltd,ABCL301219,ABCL-30-1-2020-CP,Delisted,F ,500000.00,INE674K14883, ,Commercial Papers,-,-,-,-
717814,The Ramco Cements Limited,TRCL201219,The Ramco Cements Ltd,Delisted,F ,500000.00,INE331A14JJ6, ,Commercial Papers,-,-,-,-
717815,National Housing Bank,NHB181219,National Housing Bank,Delisted,F ,500000.00,INE557F14ES7, ,Commercial Papers,-,-,-,-
717816,Aarti Industries Ltd,AIL271219,Aarti Industries Ltd,Delisted,F ,500000.00,INE769A14510, ,Commercial Papers,-,-,-,-
717817,Larsen & Toubro Limited,LTL301219,Larsen & Toubro Ltd,Delisted,F ,500000.00,INE018A14HK1, ,Commercial Papers,-,-,-,-
717818,ICICI Securities Primary Dealership Limited,ICICISPD12,ICICI Securities Primary Dealership Ltd,Delisted,F ,500000.00,INE849D14GJ7, ,Commercial Papers,-,-,-,-
717819,ICICI Securities Primary Dealership Limited,ICICISPD26,ICICISPD31-1-20-CP,Delisted,F ,500000.00,INE849D14GI9, ,Commercial Papers,-,-,-,-
717820,Bajaj Housing Finance Limited,BHFL131219,Bajaj Housing Finance Ltd,Delisted,F ,500000.00,INE377Y14686, ,Commercial Papers,-,-,-,-
