Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
700030,ICICI Ltd.,ICICPR6,ICICI CRP P6,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700031,ICICI Ltd.,ICICPR7,ICICI CRP P7,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700032,ICICI Ltd.,ICICPR8,ICICI CRP P8,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700033,ICICI Ltd.,ICIP9,ICICI CRP P9,Delisted,B ,10.00,INE005A04106, ,Preference Shares,-,-,-,-
700034,ICICI Ltd.,ICIPT,ICIC CRP P10,Delisted,B ,10.00,INE005A04114, ,Preference Shares,-,-,-,-
700035,ICICI Ltd.,ICICRPE,ICIC CRP P11,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700036,ICICI Ltd.,ICICTWL,ICIC CRP P12,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700037,ICICI Ltd.,ICICRTH,ICIC CRP P13,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700038,ICICI Ltd.,ICICRPF,ICIC CRP P14,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700039,Shriram Bearings Ltd.,SHBEARI,Shriram Bearings Ltd,Delisted,P ,10.00,NA          , ,Preference Shares,-,-,-,-
700040,Sakthi Sugars Ltd.,SAKTSUG,SAKTI SUGARS,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700041,Binny Ltd.,BINYLTD,BINNYLIMITED,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700042,HARSHIL AGROTECH LIMITED,MIRCHTECHNO,MIRCH TECHNL,Delisted,B ,100.00,-, ,Preference Shares,-,-,-,-
700043,Swastik Rubber Products Ltd.,SWRUBER,Swastik Rubber Products Ltd,Delisted,P ,10.00,NA          , ,Preference Shares,-,-,-,-
700044,Swastik Rubber Products Ltd.,SWSTRUB,Swastik Rubber Products Ltd,Delisted,P ,10.00,NA          , ,Preference Shares,-,-,-,-
700045,Tata Construction & Projects ltd.,TATACNS,TATACONSTRUS,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700046,Panyam Cements & Mineral Inds. Ltd.,PNYAMCM,PANYAM CEMNT,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700047,ORIENT CERATECH LIMITED,ORENTAB,ORIENT ABRES,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700048,Swastik Surfactants Ltd.,SWSURFC,Swastik Surfactants Ltd,Delisted,P ,100.00,NA          , ,Preference Shares,-,-,-,-
700049,Uniworth Textiles Ltd.,FABWRT,Uniworth Textiles Ltd,Suspended,P ,30.00,-, ,Preference Shares,-,-,-,-
700050,"Maheshwari Mills Ltd.,",MAHESWR,MAHESHWARI M,Delisted,B ,80.00,NA          , ,Preference Shares,-,-,-,-
700051,Mangalore Chemicals & Fertilisers L,MCHFERT,MANGLORCHFRT,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700052,Mangalore Chemicals & Fertilisers L,MCFRTS,MANGLORCHFRT,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700053,"Citric India Ltd.,",CITRIC,CITRICINDIA,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700054,J.K.Investo Trade (India) Ltd.,JKINVESTODM,J K INVESTO,Delisted,B ,100.00,-, ,Preference Shares,-,-,-,-
700055,"Derco Cooling Coils Ltd.,",DERCOOL,DERCO COLING,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700057,"Kirti Investments Ltd.,",KIRTINV,KIRTINVEST,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700058,NAVA LIMITED,NAVBHARDM,NAV BHARAT,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700059,Medicorp Technologies India Ltd.,MEDICRTDM,MEDI CORPTEK,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
700060,Apar Industries Ltd,APARI,APAR IND,Delisted,B ,4.00,INE372A04019, ,Preference Shares,-,-,-,-
700061,S.Kumars Nationwide Ltd.,SKSYNFB,S. Kumars Nationwide Ltd,Delisted,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
700062,S.Kumars Nationwide Ltd.,SKSNFAB,S. Kumars Nationwide Ltd,Suspended,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
700063,S.Kumars Nationwide Ltd.,SKUMSNB,S. Kumars Nationwide Ltd,Delisted,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
700064,S.Kumars Nationwide Ltd.,SKUMARF,S. Kumars Nationwide Ltd,Delisted,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
700065,S.Kumars Nationwide Ltd.,SKUMSYF,S. Kumars Nationwide Ltd,Delisted,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
700066,Sri Malini Spinning Mills Ltd.,SRIMSPG,Sri Malini Spinning Mills Ltd,Delisted,P ,10.00,NA          , ,Preference Shares,-,-,-,-
700067,Global Infrastructure & Technologies Ltd.,MANTHCO,MANTRI HOUSI,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700068,Global Infrastructure & Technologies Ltd.,MANTRHS,MANTRI HOUSI,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
700069,Great Eastern Shipping Co. Ltd.,GRESCDM,GREAT EASCOL,Delisted,B ,10.00,INE017A04010, ,Preference Shares,-,-,-,-
700070,Great Eastern Shipping Co. Ltd.,GRAESDM,GREAT EASTCO,Delisted,B ,10.00,INE017A04028, ,Preference Shares,-,-,-,-
700071,Great Eastern Shipping Co. Ltd.,GESPCDM,GREAT ESTCOL,Delisted,B ,10.00,INE017A04036, ,Preference Shares,-,-,-,-
700072,Great Eastern Shipping Co. Ltd.,GRESHDM,GREAT ESIPCO,Delisted,B ,10.00,INE017A04044, ,Preference Shares,-,-,-,-
700073,Uni-Abex Alloy Products Ltd.,UNIABEX,UNI ABEX ALO,Delisted,B ,100.00,-, ,Preference Shares,-,-,-,-
700074,KDL Biotech Ltd.,KDLBIOL,KDL BIOTECHL,Delisted,B ,100.00,-, ,Preference Shares,-,-,-,-
700075,Great Eastern Shipping Co. Ltd.,GRATEAC,GREAT ESHCOL,Delisted,B ,10.00,INE017A04051, ,Preference Shares,-,-,-,-
700076,Great Eastern Shipping Co. Ltd.,GREATESTC,GREAT EASTCL,Delisted,B ,10.00,INE017A04069, ,Preference Shares,-,-,-,-
700077,Glenmark Pharmaceuticals ltd,GLENCRPC,GLENMRK CRP,Delisted,B ,100.00,INE935A04013, ,Preference Shares,-,-,-,-
700078,Marico Limited,MARICOCRP,MARICO INDUS,Delisted,B ,10.00,INE196A04012, ,Preference Shares,-,-,-,-
700079,Sun Pharmaceutical Industries Ltd.,SUNPHCRP,SUN PHARMA,Delisted,B ,1.00,INE044A04014, ,Preference Shares,-,-,-,-
700080,Ashok Leyland Finance Ltd.,ASHOKLEFCRP,ASH LEYL FIN,Delisted,B ,100.00,INE251A04023, ,Preference Shares,-,-,-,-
700081,Maharashtra Seamless Ltd.,MAHASEAMCRP,MAHARSH SEAM,Delisted,B ,10.00,INE271B03013, ,Preference Shares,-,-,-,-
700082,Mangalore Refinery & Petrochemicals,MRPLNCRPS,MRPL.01%CRPS,Delisted,F ,10.00,INE103A04018, ,Preference Shares,-,-,-,-
700083,Jayant Agro-Organics Limited.,JAYAGCRP,JAYAN AG OG,Delisted,B ,5.00,INE785A04012, ,Preference Shares,-,-,-,-
700084,Thermax Ltd.,THRPRE,THERMAX,Delisted,B ,10.00,INE152A04015, ,Preference Shares,-,-,-,-
700085,JSW Steel Limited,JSWCRPS,JSW Steel Ltd,Delisted,F ,2.50,INE019A04016, ,Preference Shares,-,-,-,-
700086,UPL Limited,UNITEDPHCRP,UNITEDPHOCRP,Delisted,B ,10.00,INE628A04014, ,Preference Shares,-,-,-,-
700087,Mukand Ltd.,MUKANDCRPS,Mukand Ltd,Delisted,F ,6.00,INE304A04012, ,Preference Shares,-,-,-,-
700088,Marathon Nextgen Realty Ltd,MARATHONCRP,MARATHON CRP,Delisted,F ,100.00,-, ,Preference Shares,-,-,-,-
700089,Arrow Webtex Ltd.,ARROWPS,ARROW PS,Delisted,B ,10.00,INE397A04016, ,Preference Shares,-,-,-,-
700090,Ester Industries Ltd.,ESTERCRPS,ESTER CRPS,Delisted,B ,50.00,-, ,Preference Shares,-,-,-,-
700091,Timex Group India Ltd,TIMEXPS,Timex Group India Ltd,Delisted,Y ,10.00,-, ,Preference Shares,-,-,-,-
700092,Asahi India Glass Ltd.,ASAHIPS,ASAHI CRPD,Delisted,B ,10.00,INE439A04016, ,Preference Shares,-,-,-,-
700093,Alok Industries Ltd.,ALOKCRPS,ALOK 10%CRPS,Delisted,B ,10.00,INE270A04023, ,Preference Shares,-,-,-,-
700094,Piramal Enterprises Limited,NICHOLASPS,NICHOLAS CRP,Delisted,B ,100.00,INE140A04036, ,Preference Shares,-,-,-,-
700095,Piramal Enterprises Limited,NICHOPS,NICHO CRPS,Delisted,B ,10.00,INE140A04028, ,Preference Shares,-,-,-,-
700096,Ferro Alloys Corporation Ltd.,FEROALCRP,FERROALL CRP,Delisted,B ,100.00,INE912A04012, ,Preference Shares,-,-,-,-
700097,Mercator Limited,MERCATORCRP,MERCALIN CRP,Delisted,B ,100.00,INE934B04014, ,Preference Shares,-,-,-,-
700098,Essar Steel Ltd,ESSARSTPS,ESSAR ST PS,Delisted,B ,10.00,INE127A04017, ,Preference Shares,-,-,-,-
700099,Aban  Offshore Ltd.,ABANOFSHCPR,Aban  Offshore Ltd,Suspended,F ,10.00,INE421A04097, ,Preference Shares,-,-,-,-
700100,FACOR Alloys Limited,FACORALLPS,FACOR ALL PS,Delisted,B ,100.00,INE828G04017, ,Preference Shares,-,-,-,-
700101,FACOR Steels Limited,FACORSTEPS,FACOR STE PS,Delisted,B ,100.00,INE829G04015, ,Preference Shares,-,-,-,-
700102,TGV SRAAC LIMITED,TGVSLPS,Sree Rayalaseema Alkalies & Allied,Delisted,F ,10.00,INE284B04014, ,Preference Shares,-,-,-,-
700103,United Breweries Ltd.,UBLCRPSA,UBL CRP SRA,Delisted,F ,100.00,INE686F04029, ,Preference Shares,-,-,-,-
700104,United Breweries Ltd.,UBLCRPSB,United Breweries Ltd,Delisted,F ,100.00,INE686F04011, ,Preference Shares,-,-,-,-
700105,Shreyas Shipping And Logistics Limited,SHRYSHLCRP,SHREYASL CRP,Delisted,F ,100.00,INE757B04019, ,Preference Shares,-,-,-,-
700106,Marksans Pharma Ltd.,MARKSANPS,MARKS PRFSH,Delisted,B ,100.00,INE750C04012, ,Preference Shares,-,-,-,-
700107,Pennar Industries Ltd.,PENNINDPS,Pennar Industries Ltd,Delisted,F ,1.67,INE932A04010, ,Preference Shares,-,-,-,-
700108,Sakuma Exports Ltd.,SELCRPS,SEL CRPS,Delisted,F ,100.00,INE190H04010, ,Preference Shares,-,-,-,-
700109,JSW ISPAT Steel Ltd,ISPATPRSH,ISPAT PR SH,Delisted,F ,10.00,INE136A04034, ,Preference Shares,-,-,-,-
700110,Timex Group India Ltd,TIMEXWATCRP,Timex Group India Ltd,Delisted,F ,10.00,INE064A04020, ,Preference Shares,-,-,-,-
700111,Ashim Investment Company Limited,ASHIMCRPS,ASHIMIN CRP,Delisted,F ,10.00,INE511H04017, ,Preference Shares,-,-,-,-
700112,JSW ISPAT Steel Ltd,ISPATCRP10,ISPAT CRP 10,Delisted,F ,10.00,INE136A04018, ,Preference Shares,-,-,-,-
700113,JSW ISPAT Steel Ltd,ISPATCRP12,ISPAT CRP 12,Delisted,F ,84.00,INE136A04026, ,Preference Shares,-,-,-,-
700114,CIE Automotive India Limited,MASLCRPS,MAHIND CRPS,Delisted,B ,31.00,INE536H04014, ,Preference Shares,-,-,-,-
700115,Dewan Housing Finance Corpn. Ltd.,DHFLNCRP,DHFL NCRP,Delisted,F ,10.00,INE202B04016, ,Preference Shares,-,-,-,-
700116,Jindal Saw Ltd.,JINSAWCRP,JINSAW CRP,Delisted,F ,100.00,INE324A04010, ,Preference Shares,-,-,-,-
700117,Bodal Chemicals Ltd,BODALNCPS,BODAL NCPS,Delisted,F ,10.00,INE338D04014, ,Preference Shares,-,-,-,-
700118,Thomas Cook (India) Ltd.,THOMASPSA,THOMS RPSA,Delisted,B ,10.00,INE332A04013, ,Preference Shares,-,-,-,-
700119,Thomas Cook (India) Ltd.,THOMASPSB,Thomas Cook (India) Ltd,Delisted,F ,10.00,INE332A03015, ,Preference Shares,-,-,-,-
700120,Thomas Cook (India) Ltd.,THOMASPSC,Thomas Cook (India) Ltd,Delisted,F ,10.00,INE332A03023, ,Preference Shares,-,-,-,-
700121,Dewan Housing Finance Corpn. Ltd.,DHFLNCRPS,DHFL NCRPS,Delisted,F ,10.00,INE202B04024, ,Preference Shares,-,-,-,-
700122,Jayaswal Neco Industries Ltd,JNINCCRPS,JNIL NCCRPS,Delisted,F ,100.00,INE854B04014, ,Preference Shares,-,-,-,-
700123,AMRIT BANASPATI COMPANY LTD,AMRITBNPS,AMRITBNPS,Delisted,B ,10.00,INE221G04015, ,Preference Shares,-,-,-,-
700124,Satra Properties(India) Ltd,SATRACRPS,Satra Properties(India) Ltd,Delisted,F ,10.00,INE086E04017, ,Preference Shares,-,-,-,-
700125,Thomas Cook (India) Ltd.,TCLNCCRPS,TCL NCCRPS,Delisted,F ,10.00,INE332A04021, ,Preference Shares,-,-,-,-
700126,Dewan Housing Finance Corpn. Ltd.,DHFCLRNCPS,DHFCLRNCPS,Delisted,F ,10.00,INE202B04032, ,Preference Shares,-,-,-,-
700127,Hindalco Industries Ltd.,HINDALPS,HINDAL PREF,Delisted,F ,2.00,INE038A04016, ,Preference Shares,-,-,-,-
700128,Dewan Housing Finance Corpn. Ltd.,DEWANHONCPS,DEWANHONCPS,Delisted,F ,10.00,INE202B04040, ,Preference Shares,-,-,-,-
700129,Aban  Offshore Ltd.,ABAN30DEC06,Aban  Offshore Ltd,Suspended,F ,10.00,INE421A04071, ,Preference Shares,-,-,-,-
700130,Aban  Offshore Ltd.,ABAN01MAR07,Aban  Offshore Ltd,Suspended,F ,10.00,INE421A04063, ,Preference Shares,-,-,-,-
700131,Aban  Offshore Ltd.,ABAN31MAR07,Aban  Offshore Ltd,Suspended,F ,10.00,INE421A04089, ,Preference Shares,-,-,-,-
700132,Network 18 Media & Investments Limited,NETW18NCCPS,Network 18 Media & Investments Ltd,Delisted,F ,150.00,INE870H03019, ,Preference Shares,-,-,-,-
700133,3D PLM Software Solutions Ltd	,3DPLM,3D PLM Software Solutions Ltd,Delisted,F ,68.00,INE657W04017, ,Preference Shares,-,-,-,-
700134,Vedanta Limited,VEDLRPS,Vedanta Ltd,Delisted,F ,10.00,INE205A04011, ,Preference Shares,-,-,-,-
700135,Aarti Surfactants Limited,AARTISURFP,Aarti Surfactants Ltd,Active,F ,10.00,INE09EO04017, ,Preference Shares,-,-,-,-
710010,Prudential Sugar Corporation Ltd,PRUCORPDM,PRUDENTIALSG,Delisted,B ,50.00,NA          , ,Preference Shares,-,-,-,-
710012,Shentracon Chemicals Ltd.,$SHENTCH,Shentracon Chemicals Ltd,Suspended,P ,50.00,NA          , ,Preference Shares,-,-,-,-
710013,East India Drums and Barrels Manufacturing Limited,$PRECICT,PRECI CONTNR,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
710015,Classic Filaments ltd.,CLFMENT,CLASS FILAME,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
710016,SREI Infrastructure Finance limited,SREINFN,SREI INTERNA,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
710017,SREI Infrastructure Finance limited,SRINFIN,SREI INTERNATIONAL FINANCE,Delisted,B ,75.00,NA          , ,Preference Shares,-,-,-,-
710020,Integra Engineering India Ltd.,SCHLENG,SCHLAFHORST,Delisted,B ,0.00,NA          , ,Preference Shares,-,-,-,-
710022,Gulf Oil India Ltd,GULOILI,GULF OIL IND,Delisted,B ,0.00,NA          , ,Preference Shares,-,-,-,-
710023,Parasrampuria Synthetics Ltd.,PRSYNLT,Parasrampuria Synthetics Ltd,Delisted,P ,75.00,NA          , ,Preference Shares,-,-,-,-
710024,Credential Finance Ltd,CRDFINL,Credential Finance Ltd,Delisted,P ,100.00,NA          , ,Preference Shares,-,-,-,-
710025,Balaji Hotels And Enterprises Ltd.,BALJHOT,Balaji Hotels And Enterprises Ltd,Delisted,P ,80.00,NA          , ,Preference Shares,-,-,-,-
710027,S.Kumars Nationwide Ltd.,SKUMSNF,S. Kumars Nationwide Ltd,Delisted,P ,100.00,NA          , ,Preference Shares,-,-,-,-
710028,S.Kumars Nationwide Ltd.,SKSYNFA,S. Kumars Nationwide Ltd,Delisted,Y ,100.00,NA          , ,Preference Shares,-,-,-,-
710031,NACL Industries Limited,NAGCCPSDM,NAG AGR CCPS,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
710032,AYM Syntex Limited,WELSYNT,WELS SYNTEX,Delisted,F ,10.00,NA          , ,Preference Shares,-,-,-,-
710034,Shriram Asset Management Co.Ltd.,SRAMASM,SH RAM ASMGT,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
710035,Mangalam Cement Ltd.,MANGALP,MANGALAMCEME,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
710036,Tata Finance Ltd,TAFINANDM,TATAFINANCE,Delisted,B ,100.00,NA          , ,Preference Shares,-,-,-,-
710037,Global Infrastructure & Technologies Ltd.,MANTHSG,MANTRI HOUSI,Delisted,B ,10.00,NA          , ,Preference Shares,-,-,-,-
710038,KDL Biotech Ltd.,KOPDRLT,KDL Biotech Ltd,Delisted,P ,100.00,NA          , ,Preference Shares,-,-,-,-
710039,Ashok Leyland Finance Ltd.,ASLEFDM,ASH LEYL FIN,Delisted,B ,50.00,INE251A04015, ,Preference Shares,-,-,-,-
710040,Maharashtra Seamless Ltd.,MAHASEADM,MAHARASH SEAM,Delisted,B ,10.00,-, ,Preference Shares,-,-,-,-
710041,Tata Finance Ltd,TATFINCDM,TATA FINANCE,Delisted,B ,100.00,INE265A04015, ,Preference Shares,-,-,-,-
710042,Jhaveri Flexo India Limited,FLEXOOCPS,FLEXOFILM PS,Delisted,B ,100000.00,-, ,Preference Shares,-,-,-,-
710043,United Breweries Ltd.,UBROCPS,UNITED BREWE,Delisted,B ,100.00,INE686F03013, ,Preference Shares,-,-,-,-
710044,Sequent Scientific Limited,PIDRUGOCPS,PI DRUGS PS,Delisted,B ,10.00,INE807F03015, ,Preference Shares,-,-,-,-
710045,Jhagadia Copper Limited,JCOPOCRPS1,Jhagadia Copper Ltd,Delisted,F ,100.00,INE666A03065, ,Preference Shares,-,-,-,-
710046,Jhagadia Copper Limited,JCOPOCRPS2,Jhagadia Copper Ltd,Delisted,F ,100.00,INE666A03040, ,Preference Shares,-,-,-,-
710047,Jhagadia Copper Limited,JCOPOCRPS3,Jhagadia Copper Ltd,Delisted,F ,100.00,INE666A03057, ,Preference Shares,-,-,-,-
710048,Jhagadia Copper Limited,JCOPOCCRPS4,Jhagadia Copper Ltd,Delisted,F ,100.00,INE666A03081, ,Preference Shares,-,-,-,-
710049,TATA STEEL LIMITED,TATASTLCCPS,TATASTLCCPS,Delisted,F ,100.00,INE081A03018, ,Preference Shares,-,-,-,-
710050,Network 18 Media & Investments Limited,NETW18PCCPS,NETW18PCCPS,Delisted,B ,200.00,IN9870H03017, ,Preference Shares,-,-,-,-
710051,Trent Ltd [Lakme Ltd],TRENTCCCPSA,TRENTCCCPSA,Delisted,B ,10.00,INE849A03018, ,Preference Shares,-,-,-,-
710052,Trent Ltd [Lakme Ltd],TRENTCCCPSB,TRENTCCCPSB,Delisted,B ,10.00,INE849A03026, ,Preference Shares,-,-,-,-
710053,Rishiroop Limited,RISHIOCPS,Rishiroop Ltd,Delisted,F ,10.00,INE582D03019, ,Preference Shares,-,-,-,-
710054,RSWM Limited,RSWMOCRPS,RSWM Ltd,Delisted,F ,7.50,INE611A03012, ,Preference Shares,-,-,-,-
710055,UPL Limited,UPLOCPS,UPL Ltd,Delisted,F ,10.00,INE628A03024, ,Preference Shares,-,-,-,-
710056,UPL Limited,UPLCCPS,UPL Ltd,Delisted,F ,10.00,INE628A03016, ,Preference Shares,-,-,-,-
710057,Valiant Organics Limited,VALIANTOCPS,Valiant Organics Ltd,Active,F ,10.00,INE565V03016, ,Preference Shares,-,-,-,-
715001,L&T Finance Limited,9LTFIN18PRF,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04035, ,Preference Shares,-,-,-,-
715002,IL&FS Transportation Networks Limited,ILFSTN17PRF,IL&FS Transportation Networks Ltd,Delisted,F ,10.00,INE975G04032, ,Preference Shares,-,-,-,-
715003,IL&FS Transportation Networks Limited,2144ITNL18,IL&FS Transportation Networks Ltd,Suspended,F ,10.00,INE975G04024, ,Preference Shares,-,-,-,-
715004,Infrastructure Leasing & Financial Services Limited,1606ILFS21,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04063, ,Preference Shares,-,-,-,-
715005,Infrastructure Leasing & Financial Services Limited,1606ILF21A,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04071, ,Preference Shares,-,-,-,-
715006,Infrastructure Leasing & Financial Services Limited,1599ILFS21,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04089, ,Preference Shares,-,-,-,-
715007,L&T Finance Limited,875LTFH16,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04019, ,Preference Shares,-,-,-,-
715008,L&T Finance Limited,875LTFH16A,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04027, ,Preference Shares,-,-,-,-
715009,L&T Finance Limited,840LTFH17,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04043, ,Preference Shares,-,-,-,-
715010,L&T Finance Limited,850LTFH17,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04050, ,Preference Shares,-,-,-,-
715011,L&T Finance Limited,835LTFH17A,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04068, ,Preference Shares,-,-,-,-
715012,L&T Finance Limited,835LTFH19B,L&T FINANCE HOLDINGS Ltd,Delisted,F ,100.00,INE498L04076, ,Preference Shares,-,-,-,-
715013,L&T Infra Credit Limited,5LTIDFL22,L&T Infra Debt Fund Ltd,Suspended,F ,340000.00,INE235P04024, ,Preference Shares,-,-,-,-
715014,L&T Finance Limited,815LTFH2020,L&T Finance Holdings Ltd,Delisted,F ,100.00,INE498L04084, ,Preference Shares,-,-,-,-
715015,Infrastructure Leasing & Financial Services Limited,1646ILF22A,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04097, ,Preference Shares,-,-,-,-
715016,Infrastructure Leasing & Financial Services Limited,1646ILF22F,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04105, ,Preference Shares,-,-,-,-
715017,Infrastructure Leasing & Financial Services Limited,1646ILFS22,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04113, ,Preference Shares,-,-,-,-
715018,Infrastructure Leasing & Financial Services Limited,1646IL22A,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04121, ,Preference Shares,-,-,-,-
715019,Infrastructure Leasing & Financial Services Limited,1646ILF22B,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04139, ,Preference Shares,-,-,-,-
715020,Infrastructure Leasing & Financial Services Limited,1646ILF22C,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04147, ,Preference Shares,-,-,-,-
715021,Infrastructure Leasing & Financial Services Limited,1646ILF22D,Infrastructure Leasing & Financial Services Ltd,Active,F ,7500.00,INE871D04154, ,Preference Shares,-,-,-,-
715022,Thomas Cook (India) Ltd.,850TCIL22,Thomas Cook (India) Ltd,Delisted,F ,10.00,INE332A04039, ,Preference Shares,-,-,-,-
