Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
910124,M.R.F. Ltd.,$MRFIINC,MRF NCII,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910127,-,$SHRIRCH,SHRIRAM CHEM,Delisted,B2,-,-, ,Debentures and Bonds,-,-,-,-
910130,"Dugar Finance India Ltd.,",$DUGAICODM,DUGAR INV.CO,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910133,Integrated Finance Company Ltd.,$INTEFIN,INT.FIN,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910140,RIR POWER ELECTRONICS LIMITED,$RUTTINT,RUTT.INT,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910143,Dr. Reddy's Laboratories Ltd.,$DRREDNC,DR. REDDY(NC,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910148,Amforge Industries Ltd.,$AMFRG-D,AMFORGE.,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910150,Pressman Advertising Limited,$PRESLNC,PRESMAN LENC,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910152,Pressman Advertising Limited,$PRESLFC,PRESMAN LEFC,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910159,Oricon Enterprises Ltd.,$ORCONBD,OR.CONT(BD),Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910165,Oswal Agro Mills Ltd.,$OSWNOCO,OSWAL AG13.5,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910168,GARWARE HI-TECH FILMS LIMITED,$GARPNCS,GAR.PLAS(NCS,Delisted,F ,35.00,NA          , ,Debentures and Bonds,-,-,-,-
910175,Govind Rubber Ltd,$GOVIRUN,GOVIND RUB,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910177,Continental Construction Ltd.,$CONCO15,CONT.CON-15%,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910186,B & A Ltd.,$BAPLN-D,B&A PLANT,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910187,Montari Industries Ltd.,$MONTACD,Montari Industries Ltd,Delisted,F ,50.00,NA          , ,Debentures and Bonds,-,-,-,-
910192,HB Leasing & Finance Co. Ltd.,$HBLENCI,HB LEAS(NCI),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910209,"Hico Products Limited,",HICOP25,HICO PRODUCTS LTD,Delisted,F ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910210,"Hico Products Limited,",HICOP26,HICO PRODUCTS LTD,Delisted,F ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910216,First Leasing Co. of India Ltd.,$FIRSLCO,First Leasing Company of India Ltd,Delisted,F ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910219,"I.A.E.C. (India) Ltd.,",$IAEC,IAEC,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910222,Banco Products (India) Ltd.,$BANPR-C,BANCO PR(C),Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910227,Khoday India Ltd.,$KHODCIS,KHODAY(CIS),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910231,Oswal Chemicals & Fertilizers Ltd,$BINAG-D,BINDAL AGRO,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910245,Rossel Finance Ltd,$ROSM15%,ROSS MUR(15%,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910256,Garden Silk Mills Ltd.,$GARNC15,GARDEN NC100,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910267,Killick Nixon Ltd,$KILNXNC,KILLICK NIX.,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910270,Rajkamal Synthetics Ltd.,$RJKMS29,RAJKAMAL SYNTHETICS NC NON,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910271,Rajkamal Synthetics Ltd.,$RJKMS28,RAJKAMAL SYNTHETICS NC CUM,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910276,Rajashree Polyfil Ltd.(amalg.with Century Enka Limited),$RJSPL28,RAJSHREE POLYFIL,Delisted,F ,300.00,NA          , ,Debentures and Bonds,-,-,-,-
910280,ADITYA BIRLA NUVO LTD.,$ABIRNUNC,ABIR NUVONC,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910300,"Haryana Breweries Ltd.,",$HARYBCO,HARYANA BREW,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910307,"Dynamatic Forgings India Ltd.,",$DYNFONC,DYN.FORG(NCS,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910310,DCM Ltd.,DCMLT19,DCM NC(CIS),Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910318,Kothari General Foods Corpn. Ltd,$KOTFDNC,KOT.FOOD(NC),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910319,Essar Steel Ltd,$ESSH75C,ESSAR(75)CS,Delisted,B ,225.00,NA          , ,Debentures and Bonds,-,-,-,-
910321,Essar Steel Ltd,$ESSH150,ESSAR(150)CS,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910326,Steelage Industries Ltd,$STEL100,STEELAGE(100,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910335,Patanjali Foods Limited,$RUCSNCP,RUCHI SOYA,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910338,Hero MotoCorp Limited,$HEROHNC,HERO HON(NCS,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910340,Modern Terry Towels Ltd,$MODWONC,Modern Terry Towels Ltd,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910342,"Bowreah Cotton Mills Co. Ltd.,",$BOWRE-D,BOWREAH,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910361,Aplab Ltd.,$APLCOND,APLAB CONCOM,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910368,Atash Industries Ltd,$ATASHNC,ATASH(75 NC),Delisted,F ,75.00,NA          , ,Debentures and Bonds,-,-,-,-
910381,K.R. Steel Union Ltd,$KRSTLNCDM,KR STEEL.,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910387,Grasim Industries Ltd,$GRASNCV,GRASIM(V)NCS,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910389,"Bombay Silk Mills Ltd.,",$BOMSLNCDM,BOM.SILK (NC,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910410,W.S. Industries (India) Ltd.,$WSINDNC,W.S.INDUS(NC,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910416,Garden Silk Mills Ltd.,$GARDC12,GARDEN 85C,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910420,Century Textiles & Industries Ltd.,$CENTEIV,CEN.TEXT. IV,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910427,Hindustan Motors Ltd.,$HINMOCI,HIND.MOT(CI),Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910439,Integra Engineering India Ltd.,$PADMACI,PADMATEX(CIS,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910450,Hindustan Photo Films Mfg. Co. Ltd.,$HINPHNC,HIND PHOT(NC,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910457,Uniphos Enterprises Limited.,$UNIPHNC,UNI.PHNC12.5,Delisted,B ,70.00,NA          , ,Debentures and Bonds,-,-,-,-
910469,HeidelbergCement  India Limited,$MYSC50N,MYS.CEM(50NC,Delisted,B ,50.00,NA          , ,Debentures and Bonds,-,-,-,-
910472,Arvind Ltd.,$ARNML20,ARVIND MILLS,Delisted,F ,23.00,NA          , ,Debentures and Bonds,-,-,-,-
910480,Hindustan Foods Ltd.,$HINFD14,HIND.FOOD14%,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910498,-,$SNGURNC,S.N.GURUK(NC,Delisted,B2,-,-, ,Debentures and Bonds,-,-,-,-
910500,"Prashant Khosla Pneumatic Ltd.,",$PKHOSNC,P.KHOSLA(NC),Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910501,"Modi Industries Ltd.,",$MODINCD,MODI IND(NC),Delisted,F ,70.00,NA          , ,Debentures and Bonds,-,-,-,-
910508,Supreme Industries Ltd.,$SUPINCNDM,SUP.IND(C)NC,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910520,TRF Ltd,$TRFNCD,TATA ROB(C),Delisted,B ,60.00,NA          , ,Debentures and Bonds,-,-,-,-
910523,Essar Steel Ltd,$ESSGUN1,ESSAR GUJNC1,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910526,HIL Limited,$HYDIN23,HYDERABAD IND NC,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910549,JSW ISPAT Steel Ltd,$NIPPB12,Ispat Industries Ltd,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910550,Castrol India Ltd,$CASTR-C,CASTROL(14%C,Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910551,Castrol India Ltd,$CASTRNC,CASTROL14%NC,Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910558,Arlabs Ltd,$ARLABNC,Arlabs Ltd,Delisted,B ,100.00,-, ,Debentures and Bonds,-,-,-,-
910559,Hindustan Development Corpn. Ltd.,$HINDNCA,Hindusthan Development Corporation Ltd,Delisted,F ,20.00,NA          , ,Debentures and Bonds,-,-,-,-
910562,"Solidaire India Ltd.,",$SOLIDFC,SOLIDAIRE(C),Delisted,B ,200.00,NA          , ,Debentures and Bonds,-,-,-,-
910572,Gujarat State Fertilizers & Chem.Ltd,$GSFCNCP,GSFC(R)(NC30,Delisted,B ,30.00,NA          , ,Debentures and Bonds,-,-,-,-
910581,Orient Paper & Industries Ltd.,$ORNPA23,ORIENT PAPER NC,Delisted,F ,0.00,-, ,Debentures and Bonds,-,-,-,-
910589,Electric Control Gear (India) Ltd.,$ELECOAC,ELE.CONT A(C,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910599,EIH Ltd,$EIHOTNC,E.I.HOT(NCR),Delisted,F ,1.00,NA          , ,Debentures and Bonds,-,-,-,-
910601,Larsen & Toubro Limited,$L&TCA60,L & T(C-A-60,Delisted,B ,60.00,NA          , ,Debentures and Bonds,-,-,-,-
910605,Bajaj Electricals Ltd.,$BAJELNC,BAJ.ELE(NC14,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910629,Usha (India) Limited,$USHACDV,Usha (India) Ltd,Delisted,F ,20.00,NA          , ,Debentures and Bonds,-,-,-,-
910633,Value Industries Limited,$VIDINPC,VIDEOCON(III,Delisted,B ,125.00,NA          , ,Debentures and Bonds,-,-,-,-
910646,Aravali Securities & Finance Ltd.,$ARVSF20,ARAVALLI LEASING,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910655,Hindustan Development Corpn. Ltd.,HNDVC24,Hindusthan Development Corporation Ltd,Delisted,F ,40.00,NA          , ,Debentures and Bonds,-,-,-,-
910658,Carona Ltd.,$CARONNC,Carona Ltd,Delisted,F ,250.00,NA          , ,Debentures and Bonds,-,-,-,-
910661,Varinder Agro Chemicals Ltd.,$VARAGFC,VAR.AGRO(C),Delisted,B ,225.00,NA          , ,Debentures and Bonds,-,-,-,-
910665,Titan Company Limited,$TITANB,TITAN 'B'(C),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910683,Bajaj Hindusthan Sugar Limited,$BAJHN21,BAJAJ HINDUSTAN,Delisted,F ,20.00,NA          , ,Debentures and Bonds,-,-,-,-
910685,Kesoram Industries Ltd,$KESOIII,KESORAM(III),Delisted,B ,40.00,NA          , ,Debentures and Bonds,-,-,-,-
910687,Onida Savak Ltd.,$ONIDB50,ONIDA(B)50,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910690,Ashok Leyland Ltd.,$ASKLEYN,ASHOK L(NC80,Delisted,F ,80.00,NA          , ,Debentures and Bonds,-,-,-,-
910694,Cheminor Drugs Ltd.,$CHDRG-C,CH.DRUGS(C),Delisted,B ,320.00,NA          , ,Debentures and Bonds,-,-,-,-
910698,Essar Steel Ltd,$ESSGU12,ESSAR GUJ.N,Delisted,F ,60.00,NA          , ,Debentures and Bonds,-,-,-,-
910708,Larsen & Toubro Limited,$L&TBP15,L&T 'B'P(150,Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910709,Larsen & Toubro Limited,$L&T145R,L&T(145) RT,Delisted,B ,290.00,NA          , ,Debentures and Bonds,-,-,-,-
910715,Shree Synthetics Ltd.,$SHSYA20,Shree Synthetics Ltd,Delisted,F ,20.00,NA          , ,Debentures and Bonds,-,-,-,-
910720,Essar Steel Ltd,$ESSGURT,ESSAR GUJ.RT,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910731,Raymond Limited,$RAYWNCB,RAY.WOOL(NCB,Delisted,F ,10.00,NA          , ,Debentures and Bonds,-,-,-,-
910733,Electrosteel Castings Ltd.,$ELESTNC,ELEC.ST.(N-C,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910735,Jaykay Enterprises Limited,$JKSYNCB,JK SYN.(N-C),Delisted,F ,180.00,NA          , ,Debentures and Bonds,-,-,-,-
910738,Arvind Ltd.,$ARNML23,ARVIND MILLS,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910741,Deepak Fertilizers &Petrochemicals,$DEEPKFW,DEEPAK F(WAR,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910743,Pix Transmissions Ltd.,$PIXTRFC,PIX TRANS(C),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910763,BALASORE ALLOYS LTD,$ISPALCA,ISPAT ALLOYS,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910764,BALASORE ALLOYS LTD,$ISPALCB,ISPAT CON B,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910768,Summit Securities Limited,JAICO24,JAI CORP LTD,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910778,Tata Investment Corporation Ltd.,$INVCCPB,INV.CORP. CO,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910780,"Kothari Sugars & Chemicals Ltd.,",MODWL26,Kothari Sugars & Chemicals Ltd,Delisted,F ,120.00,NA          , ,Debentures and Bonds,-,-,-,-
910788,"Solidaire India Ltd.,",$SOLDR34,SOLIDAIRE INDIA NC,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910789,Golden Tobacco Ltd.,GTCIN28,GTC INDUSTRIES LTD,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910798,Pearl Polymers Ltd.,$PEARLPC,PEARL POL(C),Delisted,B ,70.00,NA          , ,Debentures and Bonds,-,-,-,-
910808,India Cements Ltd.,$INDCECB,IND.CEM(C-B),Delisted,B ,62.50,NA          , ,Debentures and Bonds,-,-,-,-
910817,Mysore Petro Chemicals Ltd.,MYSPC29,Mysore Petro Chemicals Ltd,Delisted,F ,11.00,NA          , ,Debentures and Bonds,-,-,-,-
910822,Essar Steel Ltd,$ESSGUTW,ESSAR GUJ(TW,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910823,Essar Steel Ltd,$ESSGUPI,ESSAR GUJ(PI,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910824,Essar Steel Ltd,$ESSGURI,ESSAR GUJ(RI,Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910840,"Anagram Finance Limited,",ANFIN26,ANAGRAM FINANCE-14%-18-7-1998/,Delisted,F ,35.00,NA          , ,Debentures and Bonds,-,-,-,-
910844,SAKA LIMITED,$ONIDSNC,ONIDA SA (NC,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910846,Patanjali Foods Limited,$RUCSFCP,RUCHI SOYA(B,Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910852,PROCTER & GAMBLE HEALTH LIMITED,MERCK27,MERCK RT NC,Delisted,F ,0.00,-, ,Debentures and Bonds,-,-,-,-
910854,Amforge Industries Ltd.,$AMFNCB,AMFORGE(C-B),Delisted,F ,20.00,NA          , ,Debentures and Bonds,-,-,-,-
910860,Essar Steel Ltd,$ESSGUN2,ESSAR GUJNC2,Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910865,SMZS Chemicals Ltd,$SMZSNCD,SM ZSCH.(N-C,Delisted,F ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910870,Rolta India Ltd.,$ROLTFCD,ROLTA IND(C),Delisted,B ,100.00,NA          , ,Debentures and Bonds,-,-,-,-
910890,"Rathi Alloys & Steel Ltd.,",$RATHA26,RATHI ALLOYS NC,Delisted,F ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910892,"PCS Data General India, Ltd., 	",$PCSDNCD,PCS DATA(NC),Delisted,F ,15.00,NA          , ,Debentures and Bonds,-,-,-,-
910896,Uttam Value Steels Limited,$LLOYDCO,LLOYD ST(C),Delisted,B ,0.00,NA          , ,Debentures and Bonds,-,-,-,-
910900,Vedanta Limited,$SESAGCA,SESA GOA(C-A,Delisted,B ,60.00,NA          , ,Debentures and Bonds,-,-,-,-
910902,Tata Chemicals Ltd,$TACHCA,TATA CH(C-A),Delisted,B ,50.00,NA          , ,Debentures and Bonds,-,-,-,-
910903,Tata Chemicals Ltd,$TACHCB,TATA CH(C-B),Delisted,B ,50.00,NA          , ,Debentures and Bonds,-,-,-,-
910916,Uttam Value Steels Limited,$LLOYNRI,LLOYD ST(NRI,Delisted,B ,350.00,NA          , ,Debentures and Bonds,-,-,-,-
910918,Finolex Industries Ltd.,$FINLXCN,FIN.IND(C-F),Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910928,S.M. Dyechem Ltd.,$SMDYEFC,SM DYECH(C),Delisted,B ,150.00,NA          , ,Debentures and Bonds,-,-,-,-
910938,"Escorts Tractors Ltd.,",$ESCOTNC,ESCORT TR NC,Delisted,F ,65.00,NA          , ,Debentures and Bonds,-,-,-,-
910943,Videocon International Ltd.,$VIDINCD,VID.INT.(110,Delisted,B ,220.00,NA          , ,Debentures and Bonds,-,-,-,-
910945,Nahar Polyfilms Ltd.,$NAHARINC,Nahar Investments and Holding Ltd,Delisted,F ,200.00,NA          , ,Debentures and Bonds,-,-,-,-
