Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,144.9499969482422,149.89999389648438,142.0,144.6999969482422,138.88186645507812,5277
2015-01-02,145.1999969482422,149.89999389648438,144.5500030517578,147.5,141.5692901611328,4529
2015-01-05,150.0,154.9499969482422,147.60000610351562,149.5500030517578,143.536865234375,3325
2015-01-06,148.0,150.75,144.25,146.75,140.8494415283203,1146
2015-01-07,146.0,146.0,139.89999389648438,142.60000610351562,136.8663330078125,2546
2015-01-08,143.14999389648438,146.89999389648438,143.0500030517578,144.1999969482422,138.40199279785156,992
2015-01-09,143.9499969482422,148.3000030517578,143.5,144.39999389648438,138.59393310546875,4209
2015-01-12,150.0,152.0,143.14999389648438,148.14999389648438,142.19314575195312,1359
2015-01-13,151.89999389648438,152.9499969482422,145.5,148.3000030517578,142.33712768554688,2428
2015-01-14,147.0,151.39999389648438,145.0,145.75,139.88966369628906,3752
2015-01-15,145.89999389648438,148.0,145.6999969482422,146.8000030517578,140.89744567871094,956
2015-01-16,146.89999389648438,149.60000610351562,144.0,146.60000610351562,140.7054901123047,1242
2015-01-19,149.5500030517578,150.0,146.0500030517578,148.5,142.52908325195312,814
2015-01-20,149.85000610351562,153.0,148.14999389648438,151.3000030517578,145.2165069580078,2947
2015-01-21,150.5500030517578,154.8000030517578,148.0,151.4499969482422,145.3604736328125,9699
2015-01-22,150.85000610351562,153.0,149.0,149.3000030517578,143.2969207763672,6026
2015-01-23,150.0,153.75,149.5,149.85000610351562,143.82479858398438,2018
2015-01-27,149.0,149.9499969482422,146.1999969482422,147.10000610351562,141.18539428710938,1817
2015-01-28,147.9499969482422,148.0,144.10000610351562,146.85000610351562,140.9454345703125,2899
2015-01-29,147.6999969482422,150.0,143.10000610351562,145.0,139.16981506347656,3956
2015-01-30,144.0,144.0,140.0500030517578,140.35000610351562,134.70680236816406,1832
2015-02-02,141.89999389648438,142.0,140.25,142.0,136.2904510498047,1969
2015-02-03,144.0,144.0,140.3000030517578,141.0,135.3306427001953,2034
2015-02-04,141.5500030517578,148.4499969482422,141.10000610351562,146.0,140.12962341308594,3740
2015-02-05,145.5,145.5,141.0500030517578,141.5500030517578,135.8585662841797,351
2015-02-06,144.0,144.0,140.0500030517578,140.10000610351562,134.4668426513672,1251
2015-02-09,140.10000610351562,141.89999389648438,138.0500030517578,138.39999389648438,132.83518981933594,468
2015-02-10,139.1999969482422,142.6999969482422,136.0,136.4499969482422,130.9635772705078,1005
2015-02-11,135.0,141.0,134.9499969482422,139.35000610351562,133.74700927734375,2843
2015-02-12,144.10000610351562,145.6999969482422,139.0500030517578,145.39999389648438,139.55369567871094,1471
2015-02-13,145.0,149.6999969482422,144.0,145.6999969482422,139.8416748046875,2088
2015-02-16,150.39999389648438,155.0,147.0,151.3000030517578,145.2165069580078,7340
2015-02-18,153.9499969482422,158.0,153.0,154.4499969482422,148.23983764648438,10119
2015-02-19,158.89999389648438,159.0,149.9499969482422,157.8000030517578,151.4551544189453,5756
2015-02-20,153.60000610351562,154.0,140.0,140.6999969482422,135.04269409179688,23472
2015-02-23,141.5,145.5500030517578,138.60000610351562,140.39999389648438,134.75477600097656,3855
2015-02-24,140.14999389648438,141.5,135.3000030517578,136.5500030517578,131.0595703125,6421
2015-02-25,135.3000030517578,143.8000030517578,128.35000610351562,129.6999969482422,124.4850082397461,24536
2015-02-26,135.0,135.0,128.60000610351562,130.14999389648438,124.91690826416016,2385
2015-02-27,133.0,134.5,130.0,130.75,125.49278259277344,3235
2015-03-02,132.0,133.0,130.5,132.9499969482422,127.60433197021484,989
2015-03-03,132.9499969482422,135.0,131.0,134.0500030517578,128.6600799560547,5958
2015-03-04,135.0,138.85000610351562,135.0,136.5,131.01158142089844,3274
2015-03-05,134.10000610351562,137.5,133.89999389648438,137.4499969482422,131.9233856201172,590
2015-03-09,136.0,137.0,133.5,134.85000610351562,129.42791748046875,3813
2015-03-10,137.0,139.39999389648438,134.0,136.0500030517578,130.5796661376953,2878
2015-03-11,136.0,139.6999969482422,134.85000610351562,136.5,131.01158142089844,984
2015-03-12,139.89999389648438,144.5,135.8000030517578,136.39999389648438,130.9156036376953,2126
2015-03-13,136.0,136.9499969482422,130.64999389648438,136.5,131.01158142089844,3026
2015-03-16,136.0,137.89999389648438,130.64999389648438,133.10000610351562,127.74828338623047,3356
2015-03-17,135.0,144.5,132.0,138.85000610351562,133.26712036132812,7817
2015-03-18,138.10000610351562,140.0,137.14999389648438,139.4499969482422,133.8429718017578,1603
2015-03-19,137.10000610351562,140.89999389648438,137.0500030517578,137.0500030517578,131.5394744873047,355
2015-03-20,138.1999969482422,138.1999969482422,132.25,134.89999389648438,129.4759063720703,839
2015-03-23,133.0,133.85000610351562,131.0,132.9499969482422,127.60433197021484,545
2015-03-24,132.0,138.0,128.64999389648438,132.4499969482422,127.12442016601562,1330
2015-03-25,131.0,133.5,128.35000610351562,129.89999389648438,124.67695617675781,4584
2015-03-26,129.14999389648438,140.0,127.1500015258789,129.35000610351562,124.14908599853516,1347
2015-03-27,131.9499969482422,133.85000610351562,128.1999969482422,128.5,123.333251953125,885
2015-03-30,132.0,133.89999389648438,128.8000030517578,128.8000030517578,123.62120819091797,192
2015-03-31,133.89999389648438,135.8000030517578,130.60000610351562,130.60000610351562,125.34882354736328,186
2015-04-01,136.6999969482422,136.6999969482422,131.0500030517578,133.60000610351562,128.2281951904297,743
2015-04-06,131.0500030517578,136.89999389648438,131.0500030517578,134.5,129.09201049804688,656
2015-04-07,133.10000610351562,145.5,133.10000610351562,141.89999389648438,136.1944580078125,7213
2015-04-08,142.8000030517578,142.9499969482422,138.0500030517578,142.60000610351562,136.8663330078125,2950
2015-04-09,143.89999389648438,143.89999389648438,140.75,141.89999389648438,136.1944580078125,2779
2015-04-10,143.89999389648438,151.9499969482422,139.0,149.3000030517578,143.2969207763672,13838
2015-04-13,154.89999389648438,158.8000030517578,148.0,150.35000610351562,144.30470275878906,5561
2015-04-15,152.8000030517578,157.39999389648438,150.60000610351562,152.10000610351562,145.98434448242188,9973
2015-04-16,151.5,152.6999969482422,147.14999389648438,149.10000610351562,143.10496520996094,2896
2015-04-17,151.89999389648438,151.89999389648438,143.10000610351562,144.8000030517578,138.9778594970703,2706
2015-04-20,143.5,145.0,138.10000610351562,138.5,132.93116760253906,3034
2015-04-21,142.0,142.0,135.10000610351562,137.8000030517578,132.25930786132812,3968
2015-04-22,137.0,140.0,135.0500030517578,137.6999969482422,132.163330078125,2199
2015-04-23,137.0,142.0,135.35000610351562,137.25,131.7314453125,2008
2015-04-24,136.25,140.0,132.10000610351562,133.6999969482422,128.3241729736328,1580
2015-04-27,132.0,134.60000610351562,126.0,130.60000610351562,125.34882354736328,4909
2015-04-28,129.0,134.0,129.0,132.9499969482422,127.60433197021484,2758
2015-04-29,133.0,134.60000610351562,132.0,132.85000610351562,127.50833129882812,692
2015-04-30,131.1999969482422,137.1999969482422,130.3000030517578,135.0,129.5718994140625,1481
2015-05-04,139.89999389648438,156.0,139.89999389648438,151.5,145.408447265625,12615
2015-05-05,151.0500030517578,151.5,141.0,143.1999969482422,137.44216918945312,10201
2015-05-06,142.35000610351562,142.35000610351562,137.60000610351562,138.14999389648438,132.59524536132812,1346
2015-05-07,135.10000610351562,139.9499969482422,131.25,133.85000610351562,128.4681396484375,3520
2015-05-08,135.10000610351562,145.1999969482422,135.10000610351562,144.0,138.2100372314453,4134
2015-05-11,145.89999389648438,146.0,140.14999389648438,141.3000030517578,135.61859130859375,1434
2015-05-12,140.5,140.5,136.3000030517578,137.6999969482422,132.163330078125,756
2015-05-13,137.0,140.10000610351562,136.3000030517578,139.75,134.1309051513672,709
2015-05-14,139.35000610351562,141.3000030517578,139.0,141.0,135.3306427001953,289
2015-05-15,141.6999969482422,141.89999389648438,139.3000030517578,141.4499969482422,135.76254272460938,77
2015-05-18,140.85000610351562,151.39999389648438,140.0500030517578,149.6999969482422,143.6808319091797,1936
2015-05-19,150.8000030517578,153.0,146.5,149.64999389648438,143.63284301757812,3881
2015-05-20,148.0,149.5,145.14999389648438,147.64999389648438,141.71324157714844,1874
2015-05-21,147.0,152.0,144.89999389648438,149.39999389648438,143.39288330078125,2933
2015-05-22,152.60000610351562,152.60000610351562,143.5,147.75,141.8092498779297,3362
2015-05-25,148.9499969482422,149.9499969482422,144.1999969482422,145.25,139.40975952148438,2053
2015-05-26,149.5500030517578,149.5500030517578,143.0,147.0500030517578,141.1373748779297,679
2015-05-27,145.89999389648438,150.0,143.0,149.14999389648438,143.15296936035156,3167
2015-05-28,147.10000610351562,148.0,144.9499969482422,145.0500030517578,139.2178192138672,489
2015-05-29,147.0,147.8000030517578,144.35000610351562,147.1999969482422,141.28134155273438,810
2015-06-01,149.89999389648438,149.89999389648438,147.10000610351562,149.0,143.00897216796875,786
2015-06-02,148.0,148.0,144.0500030517578,146.0,140.12962341308594,1801
2015-06-03,143.5500030517578,143.8000030517578,131.0,137.60000610351562,132.06736755371094,9378
2015-06-04,134.0,138.9499969482422,133.10000610351562,138.89999389648438,133.31507873535156,534
2015-06-05,137.0,138.75,135.14999389648438,135.9499969482422,130.48370361328125,183
2015-06-08,137.0,137.0,133.5,134.0,128.61209106445312,135
2015-06-09,134.0,134.0,133.0500030517578,133.14999389648438,127.79625701904297,644
2015-06-10,135.0,136.8000030517578,133.5,134.25,128.85205078125,570
2015-06-11,133.39999389648438,137.8000030517578,132.5,134.10000610351562,128.7080841064453,1599
2015-06-12,139.0,139.0,130.0,131.75,126.45256042480469,2470
2015-06-15,132.5,136.0,132.0,132.75,127.4123764038086,2217
2015-06-16,131.1999969482422,135.5,131.1999969482422,135.5,130.05178833007812,893
2015-06-17,132.0,137.3000030517578,132.0,133.1999969482422,127.84428405761719,1147
2015-06-18,131.25,139.89999389648438,130.10000610351562,137.10000610351562,133.08616638183594,3120
2015-06-19,136.25,145.25,136.25,144.35000610351562,140.1239471435547,3314
2015-06-22,147.5,147.9499969482422,137.14999389648438,139.64999389648438,135.5615234375,3587
2015-06-23,142.0,144.10000610351562,138.4499969482422,144.0,139.78416442871094,2286
2015-06-24,146.8000030517578,146.8000030517578,141.1999969482422,144.6999969482422,140.46368408203125,1767
2015-06-25,145.0,145.10000610351562,143.0,143.0,138.81344604492188,812
2015-06-26,145.5,146.75,141.6999969482422,145.1999969482422,140.94903564453125,1300
2015-06-29,141.10000610351562,152.64999389648438,138.10000610351562,149.0,144.63778686523438,6225
2015-06-30,145.5,150.0,145.0,147.1999969482422,142.89048767089844,1743
2015-07-01,148.75,150.0,145.64999389648438,149.75,145.3658447265625,1026
2015-07-02,150.0,151.4499969482422,147.3000030517578,150.1999969482422,145.8026580810547,3264
2015-07-03,152.4499969482422,173.1999969482422,151.89999389648438,166.5,161.6254425048828,31150
2015-07-06,165.8000030517578,181.60000610351562,165.0,177.8000030517578,172.59463500976562,28885
2015-07-07,184.9499969482422,189.0,175.60000610351562,179.39999389648438,174.14776611328125,18646
2015-07-08,182.0,183.0,171.0,174.4499969482422,169.3426971435547,8491
2015-07-09,175.0,182.6999969482422,166.39999389648438,173.0,167.93515014648438,8401
2015-07-10,176.89999389648438,177.60000610351562,171.5500030517578,171.85000610351562,166.81883239746094,4730
2015-07-13,170.0,179.10000610351562,170.0,177.75,172.5460968017578,4203
2015-07-14,177.0,178.89999389648438,172.0,173.75,168.66317749023438,9366
2015-07-15,174.0,177.0,172.0,175.0500030517578,169.92514038085938,6342
2015-07-16,174.0,174.89999389648438,172.5,173.89999389648438,168.8087921142578,1688
2015-07-17,176.0,201.0,172.9499969482422,192.75,187.10693359375,79230
2015-07-20,196.0,210.3000030517578,195.0,205.14999389648438,199.1439208984375,79969
2015-07-21,206.89999389648438,207.89999389648438,188.89999389648438,190.9499969482422,185.35963439941406,20836
2015-07-22,195.0,201.0,190.0,192.39999389648438,186.7671661376953,10979
2015-07-23,196.0,203.89999389648438,192.25,193.14999389648438,187.49522399902344,24345
2015-07-24,194.9499969482422,196.5,190.10000610351562,191.0500030517578,185.45669555664062,4154
2015-07-27,196.6999969482422,196.6999969482422,184.60000610351562,186.35000610351562,180.8943328857422,8083
2015-07-28,182.10000610351562,190.0500030517578,182.10000610351562,186.3000030517578,180.84576416015625,1768
2015-07-29,184.3000030517578,193.0,184.3000030517578,187.85000610351562,182.3503875732422,3484
2015-07-30,187.5500030517578,206.89999389648438,187.5500030517578,197.4499969482422,191.66932678222656,14320
2015-07-31,196.0,201.0,187.89999389648438,190.14999389648438,184.58303833007812,8681
2015-08-03,194.0,206.8000030517578,189.0500030517578,203.0500030517578,197.10540771484375,18478
2015-08-04,202.0,206.75,196.10000610351562,198.10000610351562,192.30032348632812,14075
2015-08-05,203.4499969482422,223.0,200.89999389648438,218.14999389648438,211.76332092285156,74379
2015-08-06,214.0,214.5,179.0,191.85000610351562,186.23329162597656,43938
2015-08-07,186.10000610351562,198.0,186.10000610351562,191.25,185.65086364746094,7378
2015-08-10,190.0,191.0,181.14999389648438,182.75,177.39968872070312,9368
2015-08-11,184.10000610351562,187.4499969482422,175.14999389648438,180.60000610351562,175.3126678466797,5906
2015-08-12,178.0,178.85000610351562,170.0,171.0500030517578,166.04225158691406,5782
2015-08-13,176.0,176.0,164.0,171.14999389648438,166.13929748535156,6811
2015-08-14,175.0,180.0,170.89999389648438,178.60000610351562,173.3712158203125,2350
2015-08-17,179.0,179.0,170.10000610351562,172.60000610351562,167.54685974121094,3821
2015-08-18,170.5,178.39999389648438,170.10000610351562,173.4499969482422,168.3719482421875,1186
2015-08-19,172.5,196.0,172.39999389648438,191.0,185.4081573486328,18743
2015-08-20,191.8000030517578,191.8000030517578,176.1999969482422,179.14999389648438,173.90509033203125,5410
2015-08-21,176.0,183.0,173.0,176.3000030517578,171.1385498046875,10356
2015-08-24,170.0,173.89999389648438,156.0,157.5500030517578,152.93748474121094,5575
2015-08-25,158.0,168.3000030517578,140.10000610351562,161.64999389648438,156.9174346923828,4101
2015-08-26,160.0,165.0,158.0,159.1999969482422,154.53916931152344,1955
2015-08-27,161.25,170.0,160.0500030517578,162.85000610351562,158.0823211669922,1654
2015-08-28,166.14999389648438,170.0,162.0,162.39999389648438,157.64547729492188,1208
