Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,653.20,666.15,640.85,644.85,652.239270072992700729,20550,1692,13403517.00,7634,37.15,25.30,-8.35
27-June-2024,665.00,674.60,656.10,662.20,666.616753955872520615,35896,2161,23928875.00,15900,44.29,18.50,-2.80
26-June-2024,674.35,676.10,655.20,660.85,661.142796750913428148,33117,2395,21895066.00,11200,33.82,20.90,-13.50
25-June-2024,651.00,677.95,650.10,672.45,667.861469023896921117,53396,2717,35661131.00,19030,35.64,27.85,21.45
24-June-2024,668.00,668.00,639.05,651.95,651.973557184130787118,56764,2680,37008627.00,12456,21.94,28.95,-16.05
21-June-2024,655.00,674.05,650.70,662.65,664.366445419432257096,53334,3982,35433320.00,19332,36.25,23.35,7.65
20-June-2024,650.05,659.85,643.25,649.60,652.679342834439273072,96901,4211,63245281.00,76413,78.86,16.60,-0.45
19-June-2024,664.00,667.50,642.80,651.25,652.095317533364012885,17384,2275,11336025.00,7849,45.15,24.70,-12.75
18-June-2024,654.95,663.40,646.00,654.20,653.526428162266312555,19203,1574,12549668.00,7526,39.19,17.40,-0.75
14-June-2024,649.65,655.95,643.40,646.25,648.997259134180065095,40863,2596,26519975.00,22214,54.36,12.55,-3.40
13-June-2024,658.25,658.25,635.40,640.85,640.163506326186779425,60542,2107,38756779.00,34018,56.19,22.85,-17.40
12-June-2024,611.00,656.95,611.00,648.85,635.155367754677388068,226836,12918,144076103.00,121714,53.66,45.95,37.85
11-June-2024,607.00,616.75,599.60,611.95,608.320518827213769634,40553,2925,24669222.00,17957,44.28,17.15,4.95
10-June-2024,615.55,618.35,589.75,595.30,604.089735091769330986,43751,1663,26429530.00,15495,35.42,28.60,-20.25
7-June-2024,627.40,627.40,595.55,603.65,607.370006737895851381,124668,4144,75719604.00,37566,30.13,31.85,-23.75
6-June-2024,555.00,621.75,555.00,615.30,592.705130111524163568,80700,4321,47831304.00,24430,30.27,66.75,60.30
5-June-2024,574.95,574.95,498.15,545.35,533.431294495136869547,99730,6071,53199103.00,30091,30.17,76.80,-29.60
4-June-2024,629.80,629.80,514.15,545.75,583.151482603183546978,170376,7820,99355017.00,92567,54.33,115.65,-84.05
3-June-2024,620.00,635.95,619.50,623.85,628.303829488513955120,82622,4565,51911719.00,47255,57.19,16.45,3.85
31-May-2024,608.40,609.50,594.05,598.70,604.805488961973000898,148079,5794,89558992.00,120071,81.09,15.45,-9.70
30-May-2024,615.00,615.85,598.90,601.45,604.300160748209849481,13686,932,8270452.00,4618,33.74,16.95,-13.55
29-May-2024,600.00,616.10,600.00,610.65,610.889708310401761144,18170,1120,11099866.00,6133,33.75,16.10,10.65
28-May-2024,600.00,616.25,600.00,606.15,611.183327377761896253,67164,2662,41049517.00,29508,43.93,16.25,6.15
27-May-2024,610.95,615.15,603.20,607.70,609.799566294919454770,16140,993,9842165.00,4942,30.62,11.95,-3.25
24-May-2024,619.25,621.55,607.60,609.85,614.579784261122289291,35784,1227,21992123.00,14403,40.25,13.95,-9.40
23-May-2024,599.85,623.60,593.05,619.40,611.565014583185130232,98401,3739,60178609.00,47257,48.02,30.55,19.55
22-May-2024,603.65,606.15,590.15,593.55,596.211433589056289860,21638,1523,12900823.00,10802,49.92,16.00,-10.10
21-May-2024,591.00,601.05,586.50,599.95,597.256592894089714237,35379,2967,21130341.00,20824,58.86,14.55,8.95
18-May-2024,581.25,616.95,581.25,593.30,594.055729492798998121,3194,258,1897414.00,2078,65.06,35.70,12.05
17-May-2024,580.20,595.10,574.55,592.95,586.737437879624516841,14488,796,8500652.00,7251,50.05,20.55,12.75
16-May-2024,564.95,587.35,560.35,579.15,578.940550133096716947,42826,2010,24793708.00,21152,49.39,27.00,14.20
15-May-2024,560.00,567.20,559.00,562.25,563.382238193018480492,9740,608,5487343.00,3962,40.68,8.20,2.25
14-May-2024,573.45,573.45,554.60,560.75,559.054119505132929718,18995,914,10619233.00,11324,59.62,18.85,-12.70
13-May-2024,565.10,573.85,558.65,562.70,563.900155927770232885,19881,811,11210899.00,6917,34.79,15.20,-2.40
10-May-2024,573.40,577.75,565.45,572.30,572.830004573867967677,13118,734,7514384.00,3775,28.78,12.30,-1.10
9-May-2024,577.05,579.75,563.25,573.35,572.788084464555052790,18564,1230,10633238.00,3456,18.62,16.50,-3.70
8-May-2024,574.00,588.15,565.00,578.40,578.155086027604462091,21156,1438,12231449.00,5900,27.89,23.15,4.40
7-May-2024,584.85,595.00,571.05,574.45,584.959712818986682538,53764,2255,31449774.00,25282,47.02,23.95,-10.40
6-May-2024,598.95,598.95,580.00,585.65,587.145092680914692309,38789,1362,22774771.00,15766,40.65,18.95,-13.30
3-May-2024,588.80,603.00,585.60,597.50,596.443820819654770729,84987,3223,50689971.00,34342,40.41,17.40,8.70
2-May-2024,591.60,591.75,579.15,583.35,585.579016064257028112,29880,998,17497101.00,14562,48.73,12.60,-8.25
30-April-2024,588.35,594.25,583.00,588.30,588.903119652494405686,30388,1235,17895588.00,9528,31.35,11.25,-0.05
29-April-2024,588.00,591.90,579.95,586.80,586.451927991368050428,35218,1601,20653664.00,14974,42.52,11.95,-1.20
26-April-2024,580.70,591.35,577.75,579.20,587.433893179057182421,117711,3781,69147431.00,90732,77.08,13.60,-1.50
25-April-2024,594.65,614.00,574.10,581.25,592.972956769930534739,153458,5124,90996444.00,47708,31.09,39.90,-13.40
24-April-2024,569.05,623.40,558.55,584.45,594.389179155781658187,218190,10250,129689775.00,51305,23.51,64.85,15.40
23-April-2024,584.25,584.25,557.95,562.05,565.538713467836695917,39999,1374,22620983.00,20393,50.98,26.30,-22.20
22-April-2024,564.45,581.35,564.45,577.50,572.856891976772506441,78011,3832,44689139.00,45991,58.95,16.90,13.05
19-April-2024,557.55,568.30,547.80,562.00,561.496510539055460343,56599,2000,31780141.00,12133,21.44,20.50,4.45
18-April-2024,558.55,558.55,548.75,553.35,551.886496613344862372,34695,1647,19147702.00,20931,60.33,9.80,-5.20
16-April-2024,534.45,556.40,533.35,553.45,549.106963777877563239,53448,2235,29348669.00,26121,48.87,23.05,19.00
15-April-2024,539.95,547.50,525.40,538.10,536.121626454647995818,36349,1616,19487485.00,12095,33.27,22.10,-1.85
12-April-2024,549.60,561.40,540.15,542.70,551.704142321901118767,114501,3987,63170676.00,41593,36.33,21.25,-6.90
10-April-2024,529.70,551.00,518.35,547.50,537.187780754172676694,48530,2612,26069723.00,15202,31.32,32.65,17.80
9-April-2024,518.75,527.95,513.75,524.75,519.607519225291939618,17555,1147,9121710.00,7037,40.09,14.20,6.00
8-April-2024,532.00,533.25,513.05,515.95,522.302164254722128400,38489,2364,20102888.00,16715,43.43,20.20,-16.05
5-April-2024,521.65,533.40,515.70,532.00,527.728022094752496282,23535,1206,12420079.00,10148,43.12,17.70,10.35
4-April-2024,500.55,525.85,500.50,521.45,516.816137284161159667,37528,2384,19395076.00,11412,30.41,25.35,20.90
3-April-2024,481.00,511.70,478.65,504.20,500.046011108305983337,31688,2205,15845458.00,14083,44.44,33.05,23.20
2-April-2024,489.95,490.05,475.15,485.90,483.078138277327153341,25890,1908,12506893.00,8016,30.96,14.90,-4.05
1-April-2024,479.80,490.15,473.75,486.60,483.211930187702874347,21257,1951,10271636.00,8085,38.03,16.40,6.80
28-March-2024,460.65,475.15,459.35,470.30,467.346486825595984943,31880,1828,14899006.00,13359,41.90,15.80,9.65
27-March-2024,462.95,484.50,460.00,466.55,471.034841247541444225,67621,3442,31851847.00,19617,29.01,24.50,3.60
26-March-2024,454.70,462.60,445.70,455.05,453.255296978117401875,34548,1821,15659064.00,17351,50.22,16.90,0.35
22-March-2024,447.05,455.45,444.70,449.00,450.165933613897414802,31603,2084,14226594.00,12517,39.61,10.75,1.95
21-March-2024,444.15,460.55,444.15,446.20,450.571092302298793008,39934,2125,17993106.00,13018,32.60,16.40,2.05
20-March-2024,435.20,450.20,430.05,441.85,440.783342881305071336,36657,1608,16157795.00,14408,39.30,20.15,6.65
19-March-2024,448.60,450.70,431.35,434.50,437.524399725588840612,43730,2438,19132942.00,21444,49.04,19.35,-14.10
18-March-2024,464.05,466.45,443.35,446.00,453.227687710950035965,36146,3109,16382368.00,16201,44.82,23.10,-18.05
15-March-2024,473.80,482.60,450.50,464.95,465.982583192699031671,61033,4772,28440315.00,26057,42.69,32.10,-8.85
14-March-2024,442.55,479.10,438.55,472.55,464.788198978986109462,50538,2700,23489466.00,18229,36.07,40.55,30.00
13-March-2024,503.25,503.25,433.15,446.70,465.948133595284872298,40720,2846,18973408.00,13849,34.01,70.10,-56.55
12-March-2024,508.85,513.00,480.95,493.75,494.739114043355325164,68965,4226,34119683.00,26598,38.57,32.05,-15.10
11-March-2024,492.45,510.00,492.45,503.70,504.224363578325752134,25062,1382,12636871.00,8536,34.06,17.55,11.25
7-March-2024,501.05,508.10,490.40,492.10,497.096532853035918395,28871,2071,14351674.00,12811,44.37,17.70,-8.95
6-March-2024,517.25,520.45,503.50,507.75,510.668787493183057625,22004,1627,11236756.00,13178,59.89,16.95,-9.50
5-March-2024,521.75,526.25,513.20,515.85,518.198008849557522123,10848,606,5621412.00,3838,35.38,13.05,-5.90
4-March-2024,521.85,521.85,512.10,513.50,517.065560559374259303,21095,1122,10907498.00,7986,37.86,9.75,-8.35
2-March-2024,524.95,526.00,514.05,516.85,521.124738675958188153,2870,198,1495628.00,2338,81.46,11.95,-8.10
1-March-2024,525.80,525.80,508.30,515.40,514.723467741935483870,12400,858,6382571.00,5469,44.10,17.50,-10.40
29-February-2024,528.10,531.80,513.00,515.45,520.345832924315303818,61122,5613,31804578.00,29530,48.31,18.80,-12.65
28-February-2024,537.65,537.65,522.40,528.10,528.678531584501733755,66330,10819,35067247.00,41652,62.80,15.25,-9.55
27-February-2024,522.70,542.55,522.70,528.30,534.464075449481454644,88324,3650,47206005.00,44815,50.74,19.85,5.60
26-February-2024,500.05,528.25,500.05,521.95,520.040630863039399624,51168,2476,26609439.00,21891,42.78,28.20,21.90
23-February-2024,499.50,507.10,498.75,502.65,502.547647895485434335,18983,910,9539862.00,9712,51.16,8.35,3.15
22-February-2024,508.45,508.45,496.00,499.40,501.250688443642579052,21062,1509,10557342.00,9412,44.69,12.45,-9.05
21-February-2024,510.75,510.75,501.05,505.05,506.408926269261464792,16289,751,8248895.00,4574,28.08,9.70,-5.70
20-February-2024,514.85,514.85,500.00,502.20,506.234870892957070908,12509,774,6332492.00,5555,44.41,14.85,-12.65
19-February-2024,500.20,519.00,500.20,509.85,510.893897643889903712,32299,1470,16501362.00,11537,35.72,18.80,9.65
16-February-2024,490.00,500.90,488.25,494.35,494.216180853383731918,27514,1316,13597864.00,9859,35.83,12.65,4.35
15-February-2024,497.95,498.15,486.50,488.90,492.023419763412594097,8369,586,4117744.00,2867,34.26,11.65,-9.05
14-February-2024,475.00,498.25,474.35,488.70,488.665991013817100773,59202,3873,28930004.00,23360,39.46,23.90,13.70
13-February-2024,475.25,482.00,472.05,476.40,475.041479048577634157,18877,1356,8967358.00,6819,36.12,9.95,1.15
12-February-2024,486.35,491.00,473.90,480.00,483.611985520847298565,37295,2513,18036309.00,20677,55.44,17.10,-6.35
9-February-2024,494.90,501.85,478.10,484.25,487.289403773077311093,29737,1733,14490525.00,5431,18.26,23.75,-10.65
8-February-2024,503.95,503.95,490.00,494.75,495.353329723876556578,9235,643,4574588.00,3641,39.43,13.95,-9.20
7-February-2024,508.85,512.45,487.00,498.65,496.700612883051907442,39975,2134,19855607.00,13233,33.10,25.45,-10.20
6-February-2024,492.40,507.45,489.20,504.55,497.387419692215747796,46851,2092,23303098.00,19392,41.39,18.25,12.15
5-February-2024,506.65,509.50,487.00,490.80,493.294274300932090545,71345,3179,35194080.00,30540,42.81,22.50,-15.85
2-February-2024,511.35,512.75,497.35,505.70,506.401838082482796841,21653,880,10965119.00,10383,47.95,15.40,-5.65
1-February-2024,529.20,530.40,500.10,506.40,509.197146337219418827,74711,4731,38042628.00,39176,52.44,30.30,-22.80
31-January-2024,520.00,537.30,519.50,524.65,528.438742580051835130,59805,2495,31603279.00,28015,46.84,17.80,4.65
30-January-2024,526.70,540.80,513.00,520.50,527.539663511223182175,48382,2252,25523424.00,13385,27.67,27.80,-6.20
29-January-2024,518.85,526.00,511.70,523.45,519.054657754463152550,35457,1666,18404121.00,13749,38.78,14.30,4.60
25-January-2024,497.20,526.95,497.10,515.50,513.423772368359575760,42806,1861,21977618.00,17412,40.68,29.85,18.30
24-January-2024,489.90,505.00,484.95,497.10,491.287837193628458238,60833,4547,29886513.00,25341,41.66,20.05,7.20
23-January-2024,512.00,512.00,484.00,486.65,495.433944069431051108,26962,1299,13357890.00,8323,30.87,28.00,-25.35
20-January-2024,510.10,512.00,498.80,510.30,506.265994284753740124,29745,1424,15058882.00,19734,66.34,13.20,0.20
19-January-2024,515.70,515.85,494.00,497.55,504.121979443196514873,29382,1270,14812112.00,11249,38.29,21.85,-18.15
18-January-2024,489.75,512.65,482.95,510.75,503.213711060114478647,37911,1990,19077335.00,9795,25.84,29.70,21.00
17-January-2024,502.40,502.40,484.00,486.05,490.478461538461538461,44850,2151,21997959.00,17943,40.01,18.40,-16.35
16-January-2024,510.05,518.75,498.30,501.40,509.915929325505113150,36279,1555,18499240.00,10014,27.60,20.45,-8.65
15-January-2024,521.75,521.75,502.00,507.95,508.782612108209931453,38222,1383,19446689.00,11650,30.48,19.75,-13.80
12-January-2024,504.75,520.00,499.30,513.70,510.151128821034015737,89341,3643,45577412.00,46466,52.01,20.70,8.95
11-January-2024,488.85,502.25,487.25,500.45,495.704006912193541419,46295,2744,22948617.00,18932,40.89,15.00,11.60
10-January-2024,500.55,503.65,478.75,482.85,486.696218781161529909,87247,3202,42462785.00,39206,44.94,24.90,-17.70
9-January-2024,473.75,498.00,473.30,492.90,485.825723038579365491,96295,3826,46782588.00,55591,57.73,24.70,19.15
8-January-2024,484.55,486.80,467.55,469.80,473.918997514936815946,56739,2965,26889690.00,36662,64.62,19.25,-14.75
5-January-2024,475.05,483.15,472.10,479.95,477.905699022945556201,36129,1582,17266255.00,10825,29.96,11.05,4.90
4-January-2024,466.85,473.50,460.65,470.60,469.554303599374021909,41535,1774,19502938.00,19810,47.69,12.85,3.75
3-January-2024,467.00,473.50,458.00,460.45,466.464344637946837763,38185,1821,17811941.00,14859,38.91,15.50,-6.55
2-January-2024,453.85,471.85,453.85,466.95,464.084847011426388358,57586,1961,26724790.00,20354,35.35,18.00,13.10
1-January-2024,447.00,458.15,447.00,455.30,453.106607469313136589,19145,854,8674726.00,7659,40.01,11.15,8.30
