Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-September-2019,7.49,7.49,7.49,7.49,7.400000000000000000,5,1,37.00,5,100.00,0.00,0.00
28-June-2019,7.88,7.88,7.88,7.88,7.880000000000000000,300,1,2364.00,300,100.00,0.00,0.00
27-June-2019,8.29,8.29,8.29,8.29,8.290000000000000000,300,1,2487.00,300,100.00,0.00,0.00
19-June-2019,8.72,8.72,8.72,8.72,8.720000000000000000,100,1,872.00,100,100.00,0.00,0.00
31-May-2019,9.17,9.17,9.17,9.17,9.100000000000000000,10,1,91.00,10,100.00,0.00,0.00
29-May-2019,9.65,9.65,9.65,9.65,9.643564356435643564,101,2,974.00,101,100.00,0.00,0.00
28-May-2019,10.15,10.15,10.15,10.15,10.000000000000000000,1,1,10.00,1,100.00,0.00,0.00
22-May-2019,10.68,10.68,10.68,10.68,10.666666666666666666,60,1,640.00,60,100.00,0.00,0.00
13-May-2019,11.24,11.24,11.24,11.24,11.200000000000000000,10,1,112.00,10,100.00,0.00,0.00
8-May-2019,11.83,11.83,11.83,11.83,11.000000000000000000,1,1,11.00,1,100.00,0.00,0.00
3-May-2019,12.45,12.45,12.45,12.45,12.000000000000000000,1,1,12.00,1,100.00,0.00,0.00
12-April-2019,13.10,13.10,13.10,13.10,13.096774193548387096,31,3,406.00,31,100.00,0.00,0.00
11-April-2019,13.75,13.75,13.75,13.75,13.750000000000000000,1000,1,13750.00,1000,100.00,0.00,0.00
10-April-2019,14.45,14.45,14.45,14.45,14.440000000000000000,25,2,361.00,25,100.00,0.00,0.00
4-April-2019,15.20,15.20,15.20,15.20,15.000000000000000000,3,2,45.00,3,100.00,0.00,0.00
13-March-2019,15.96,15.96,15.96,15.96,15.960000000000000000,500,3,7980.00,500,100.00,0.00,0.00
26-September-2018,16.80,16.80,16.80,16.80,16.800000000000000000,100,1,1680.00,100,100.00,0.00,0.00
25-September-2018,16.85,16.90,16.85,16.90,16.886054421768707482,588,3,9929.00,588,100.00,0.05,0.05
24-September-2018,17.30,17.60,17.30,17.30,17.552380952380952380,315,4,5529.00,315,100.00,0.30,0.00
21-September-2018,17.60,19.05,17.30,17.30,17.671653543307086614,1270,14,22443.00,1270,100.00,1.75,-0.30
19-September-2018,18.00,18.99,17.29,18.17,17.833752515090543259,3976,28,70907.00,3976,100.00,1.70,0.17
18-September-2018,18.19,18.19,18.19,18.19,18.189279731993299832,597,6,10859.00,597,100.00,0.00,0.00
17-September-2018,17.21,17.33,17.19,17.33,17.239924134660976766,2109,23,36359.00,2109,100.00,0.14,0.12
14-September-2018,16.51,16.51,16.51,16.51,16.509747706422018348,1744,10,28793.00,1744,100.00,0.00,0.00
12-September-2018,15.73,15.73,15.73,15.73,15.729914529914529914,1170,6,18404.00,1170,100.00,0.00,0.00
11-September-2018,14.99,14.99,14.99,14.99,14.989775051124744376,2934,14,43980.00,2934,100.00,0.00,0.00
10-September-2018,14.20,14.28,14.20,14.28,14.261390887290167865,834,6,11894.00,834,100.00,0.08,0.08
