Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-March-2015,446.10,447.90,446.10,447.30,447.015371404036066981,11645,49,5205494.00,7458,64.04,1.80,1.20
13-March-2015,416.50,447.40,416.50,446.60,444.273770705621494717,15334,140,6812494.00,12847,83.78,30.90,30.10
12-March-2015,446.00,446.90,445.20,446.80,446.306260434056761268,11980,33,5346749.00,6635,55.38,1.70,0.80
11-March-2015,445.10,446.90,445.00,445.20,445.481560530103737529,20147,125,8975117.00,16480,81.80,1.90,0.10
10-March-2015,442.50,445.20,442.00,444.50,443.045759994169308698,274410,56,121576187.00,269285,98.13,3.20,2.00
9-March-2015,439.40,442.10,439.40,442.00,441.781277037549749091,5779,106,2553054.00,4692,81.19,2.70,2.60
5-March-2015,444.00,444.00,440.70,441.50,441.946046511627906976,4300,75,1900368.00,3720,86.51,3.30,-2.50
4-March-2015,453.90,453.90,445.00,445.20,445.134561348735560412,3203,58,1425766.00,3102,96.85,8.90,-8.70
3-March-2015,444.20,445.30,444.20,445.00,445.011120436424674779,4766,37,2120923.00,4658,97.73,1.10,0.80
2-March-2015,444.00,445.30,444.00,444.20,444.297597302234087396,7117,28,3162066.00,7107,99.86,1.30,0.20
28-February-2015,443.80,445.00,443.80,445.00,444.800000000000000000,900,10,400320.00,750,83.33,1.20,1.20
27-February-2015,448.80,448.80,443.30,446.00,444.915322580645161290,992,42,441356.00,522,52.62,5.50,-2.80
26-February-2015,448.50,451.70,444.40,445.50,446.514031971580817051,2815,117,1256937.00,1815,64.48,7.30,-3.00
25-February-2015,445.10,446.00,443.60,445.60,444.697548551416746259,3141,53,1396795.00,2637,83.95,2.40,0.50
24-February-2015,443.60,446.00,443.60,445.10,444.978965321205230244,1759,24,782718.00,1757,99.89,2.40,1.50
23-February-2015,447.70,447.70,444.20,444.50,444.454678362573099415,684,46,304007.00,529,77.34,3.50,-3.20
20-February-2015,445.10,445.60,444.10,444.20,444.843940008107012565,2467,41,1097430.00,2404,97.45,1.50,-0.90
19-February-2015,444.80,446.00,444.80,445.90,445.137055837563451776,788,35,350768.00,735,93.27,1.20,1.10
18-February-2015,445.00,446.00,444.00,445.00,445.039895132793799156,8773,94,3904335.00,7091,80.83,2.00,0.00
16-February-2015,445.40,446.50,445.40,445.70,445.588417114039368797,6147,75,2739032.00,5647,91.87,1.10,0.30
13-February-2015,445.00,446.90,444.75,445.20,445.068151447661469933,2245,41,999178.00,2220,98.89,2.15,0.20
12-February-2015,443.90,448.95,443.70,446.30,443.924675139226045980,14006,189,6217609.00,13739,98.09,5.25,2.40
11-February-2015,442.05,447.00,442.05,443.90,445.258486213336262770,18206,270,8106376.00,12792,70.26,4.95,1.85
10-February-2015,440.00,447.00,440.00,445.10,445.573759647188533627,4535,121,2020677.00,2883,63.57,7.00,5.10
9-February-2015,444.15,449.00,444.05,445.35,445.110208502572434335,3693,314,1643792.00,2376,64.34,4.95,1.20
6-February-2015,426.45,446.00,407.00,445.20,438.691678354371201496,8556,662,3753446.00,6343,74.14,39.00,18.75
5-February-2015,408.00,446.90,408.00,445.15,433.885994438753109907,6833,156,2964743.00,5681,83.14,38.90,37.15
4-February-2015,443.25,447.00,443.00,444.90,443.872518159806295399,8260,121,3666387.00,6777,82.05,4.00,1.65
3-February-2015,439.00,447.95,438.00,445.05,439.839829993928354584,8235,202,3622081.00,7737,93.95,9.95,6.05
2-February-2015,408.50,437.95,407.95,430.30,423.863024078127630914,11878,866,5034645.00,8049,67.76,30.00,21.80
30-January-2015,438.40,445.00,405.00,410.40,423.740542350184131235,11948,851,5062852.00,8130,68.04,40.00,-28.00
29-January-2015,431.60,454.00,430.10,451.05,447.597604296519856407,106691,655,47754636.00,92206,86.42,23.90,19.45
28-January-2015,430.80,439.85,430.00,436.10,435.605195087490490164,46005,342,20040017.00,42642,92.69,9.85,5.30
27-January-2015,436.00,436.95,429.90,435.65,435.388339483394833948,33875,491,14748780.00,32333,95.45,7.05,-0.35
23-January-2015,435.00,435.80,432.00,435.10,434.025168342543104749,66234,164,28747223.00,65437,98.80,3.80,0.10
22-January-2015,427.10,433.65,427.00,432.05,430.186527134880841331,965897,295,415515876.00,961981,99.59,6.65,4.95
21-January-2015,433.00,437.00,424.00,432.10,428.017254790868962506,861326,496,368662390.00,854628,99.22,13.00,-0.90
20-January-2015,425.00,429.00,421.05,424.70,426.194643313730503707,156440,524,66673890.00,148783,95.11,7.95,-0.30
19-January-2015,427.90,428.00,420.10,425.60,427.938790783465876447,132284,441,56609455.00,131049,99.07,7.90,-2.30
16-January-2015,429.95,433.00,425.00,427.80,429.965969908108653943,128739,271,55353389.00,127425,98.98,8.00,-2.15
15-January-2015,432.00,438.00,429.00,431.70,431.960631873371050791,157310,72,67951727.00,156836,99.70,9.00,-0.30
14-January-2015,432.00,441.00,428.00,430.05,432.427313013934708749,203090,442,87821663.00,198227,97.61,13.00,-1.95
13-January-2015,428.00,432.00,428.00,430.45,430.529360451769891189,21781,118,9377360.00,17337,79.60,4.00,2.45
12-January-2015,440.95,440.95,425.20,430.00,429.706310123683005038,17464,255,7504391.00,14413,82.53,15.75,-10.95
9-January-2015,430.00,430.00,425.20,427.90,427.749314317059791552,1823,78,779787.00,1534,84.15,4.80,-2.10
8-January-2015,425.10,428.90,420.20,425.55,426.671487946799667497,18045,150,7699287.00,15686,86.93,8.70,0.45
7-January-2015,422.25,428.80,420.00,427.55,426.222917852399924113,21084,120,8986484.00,17985,85.30,8.80,5.30
6-January-2015,436.35,436.35,422.00,423.95,425.524177656510535091,13194,263,5614366.00,12446,94.33,14.35,-12.40
5-January-2015,419.95,444.90,419.95,432.85,435.023114467262178837,10859,836,4723916.00,6558,60.39,24.95,12.90
2-January-2015,427.00,427.00,414.00,417.00,416.782142857142857142,12880,182,5368154.00,12029,93.39,13.00,-10.00
1-January-2015,425.00,432.95,420.60,427.00,427.591349002567647639,20252,259,8659580.00,12766,63.04,12.35,2.00
