Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,416.00,433.00,414.15,431.45,426.068842067578523970,94971,5448,40464184.00,53864,56.72,18.85,15.45
27-June-2024,422.65,424.40,411.20,412.85,417.627235600619631037,35505,3053,14827855.00,22378,63.03,13.20,-9.80
26-June-2024,422.00,424.90,413.80,421.75,419.891756061719324026,34025,2419,14286817.00,14929,43.88,11.10,-0.25
25-June-2024,435.00,435.00,415.80,419.20,421.913116932110814046,60967,4533,25722777.00,36299,59.54,19.20,-15.80
24-June-2024,449.85,449.85,428.25,429.10,436.470101970101970101,20202,1690,8817569.00,10691,52.92,21.60,-20.75
21-June-2024,443.60,451.60,439.65,444.75,446.266388536187193905,55130,3003,24602666.00,30486,55.30,11.95,1.15
20-June-2024,440.05,448.00,436.10,440.15,441.640469672957787062,13882,1267,6130853.00,5562,40.07,11.90,0.10
19-June-2024,447.95,447.95,435.05,438.70,438.669613910993221338,40716,2594,17860872.00,19625,48.20,12.90,-9.25
18-June-2024,454.90,456.55,441.25,442.70,447.308773607458761654,20915,1451,9355463.00,16724,79.96,15.30,-12.20
14-June-2024,441.65,452.35,441.20,450.05,447.131026840679635557,40610,2593,18157991.00,19017,46.83,11.15,8.40
13-June-2024,451.90,451.90,439.95,441.45,443.881426735218508997,18672,1142,8288154.00,6614,35.42,11.95,-10.45
12-June-2024,456.95,456.95,445.25,446.70,449.610754591723832706,27114,1868,12190746.00,13102,48.32,11.70,-10.25
11-June-2024,455.45,464.45,449.25,452.00,457.531844377750363646,54311,2782,24849012.00,26807,49.36,15.20,-3.45
10-June-2024,452.80,456.20,442.55,453.75,450.282624155505511437,16874,1346,7598069.00,6433,38.12,13.65,0.95
7-June-2024,450.95,461.50,447.00,448.75,454.483133872211590642,35011,1749,15911909.00,12967,37.04,14.50,-2.20
6-June-2024,450.00,450.85,432.45,448.20,442.318445875258354526,117571,5301,52003822.00,38767,32.97,18.40,-1.80
5-June-2024,380.10,454.55,380.10,448.25,435.714984807873439596,385397,11246,167923248.00,198252,51.44,74.45,68.15
4-June-2024,393.00,401.15,366.70,395.40,387.940970548160570170,47705,1983,18506724.00,14616,30.64,34.45,2.40
3-June-2024,416.65,421.00,392.10,393.50,398.378129882875553661,77439,4041,30850004.00,45179,58.34,28.90,-23.15
31-May-2024,416.50,421.00,395.00,402.90,405.429321745701870394,26465,1402,10729687.00,13245,50.05,26.00,-13.60
30-May-2024,413.00,424.15,412.00,414.30,417.418597116474971650,12346,606,5153450.00,4470,36.21,12.15,1.30
29-May-2024,418.00,418.90,409.45,413.00,413.902648633417864187,21294,691,8813643.00,6859,32.21,9.45,-5.00
28-May-2024,425.00,425.00,413.10,415.05,416.831144649157193257,10204,559,4253345.00,5541,54.30,11.90,-9.95
27-May-2024,418.00,425.80,417.55,421.05,421.134815093275691931,42562,1911,17924340.00,22380,52.58,8.25,3.05
24-May-2024,428.90,428.90,416.00,417.20,418.855377421509686038,32934,2047,13794583.00,14293,43.40,12.90,-11.70
23-May-2024,427.10,433.55,420.00,423.00,425.788773714062194406,15339,853,6531174.00,5905,38.50,13.55,-4.10
22-May-2024,434.95,434.95,418.90,429.65,426.285137675550149286,18086,930,7709793.00,4718,26.09,16.05,-5.30
21-May-2024,416.85,449.90,416.85,431.55,433.959458934947989442,51528,2503,22361063.00,24999,48.52,33.05,14.70
18-May-2024,446.95,454.00,444.85,447.70,449.139197614529682840,7378,456,3313749.00,4154,56.30,9.15,0.75
