Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-June-2021,12.80,12.80,11.90,11.90,12.500000000000000000,7500,2,93750.00,7500,100.00,0.90,-0.90
21-May-2021,11.64,11.64,11.64,11.64,11.640000000000000000,200,1,2328.00,200,100.00,0.00,0.00
2-March-2021,10.59,10.59,10.59,10.59,10.590000000000000000,500,1,5295.00,500,100.00,0.00,0.00
21-January-2021,10.56,10.56,10.56,10.56,10.560000000000000000,5000,2,52800.00,5000,100.00,0.00,0.00
14-January-2021,10.56,10.56,10.56,10.56,10.560000000000000000,100,1,1056.00,100,100.00,0.00,0.00
17-December-2020,9.60,9.60,9.60,9.60,9.600000000000000000,10000,2,96000.00,10000,100.00,0.00,0.00
5-November-2020,9.68,9.68,9.68,9.68,9.679166666666666666,480,1,4646.00,480,100.00,0.00,0.00
28-August-2020,10.50,10.50,9.68,9.68,9.666666666666666666,3,3,29.00,1,33.33,0.82,-0.82
6-August-2020,10.75,10.75,10.75,10.75,10.750000000000000000,1000,1,10750.00,1000,100.00,0.00,0.00
29-June-2018,12.10,12.10,11.00,11.00,11.733333333333333333,15,2,176.00,15,100.00,1.10,-1.10
3-April-2018,11.00,11.00,11.00,11.00,11.000000000000000000,5,1,55.00,5,100.00,0.00,0.00
