Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,2.62,2.68,2.53,2.64,2.636692764530684310,56071,105,147842.00,47605,84.90,0.15,0.02
27-June-2024,2.52,2.61,2.52,2.57,2.562890433514750059,79559,147,203901.00,73243,92.06,0.09,0.05
26-June-2024,2.68,2.68,2.50,2.54,2.569412102917924392,34785,101,89377.00,26268,75.52,0.18,-0.14
25-June-2024,2.68,2.77,2.55,2.62,2.679920904440527876,69789,136,187029.00,64569,92.52,0.22,-0.06
24-June-2024,2.78,2.90,2.60,2.63,2.715246734772536725,251667,238,683338.00,192428,76.46,0.30,-0.15
21-June-2024,2.85,3.00,2.78,2.82,2.877387672238187666,145801,205,419526.00,133338,91.45,0.22,-0.03
20-June-2024,3.06,3.06,2.62,2.85,2.863657771427202988,501092,358,1434956.00,327089,65.28,0.44,-0.21
19-June-2024,2.63,2.87,2.63,2.80,2.845874115505646912,512581,410,1458741.00,351813,68.64,0.24,0.17
18-June-2024,2.33,2.61,2.33,2.61,2.573316003678880034,181577,166,467255.00,163152,89.85,0.28,0.28
14-June-2024,2.40,2.44,2.35,2.38,2.412749566668806573,77885,96,187917.00,65727,84.39,0.09,-0.02
13-June-2024,2.27,2.39,2.27,2.38,2.331819726315139159,32373,71,75488.00,31365,96.89,0.12,0.11
12-June-2024,2.35,2.43,2.17,2.27,2.366834888107253912,98085,108,232151.00,81369,82.96,0.26,-0.08
11-June-2024,2.38,2.38,2.28,2.38,2.348427622947560927,25153,89,59070.00,20208,80.34,0.10,0.00
10-June-2024,2.32,2.42,2.27,2.33,2.329139810469808461,54767,121,127560.00,40946,74.76,0.15,0.01
7-June-2024,2.38,2.44,2.26,2.34,2.324222129078861708,112133,154,260622.00,76340,68.08,0.18,-0.04
6-June-2024,2.25,2.38,2.25,2.33,2.330335620248470239,10786,70,25135.00,7651,70.93,0.13,0.08
5-June-2024,2.43,2.43,2.28,2.31,2.354099862574438845,17464,60,41112.00,11990,68.66,0.15,-0.12
4-June-2024,2.48,2.48,2.35,2.38,2.428353811884745275,69585,121,168977.00,41483,59.61,0.13,-0.10
3-June-2024,2.38,2.42,2.32,2.41,2.403545988433110778,44783,122,107638.00,37057,82.75,0.10,0.03
31-May-2024,2.39,2.39,2.27,2.31,2.320506628025546074,18633,80,43238.00,13736,73.72,0.12,-0.08
30-May-2024,2.38,2.41,2.31,2.34,2.386573033707865168,17800,49,42481.00,17100,96.07,0.10,-0.04
29-May-2024,2.31,2.41,2.27,2.30,2.359038383369142326,17221,80,40625.00,14218,82.56,0.14,-0.01
28-May-2024,2.50,2.50,2.31,2.32,2.343580715059588299,29536,84,69220.00,22325,75.59,0.19,-0.18
27-May-2024,2.35,2.40,2.29,2.39,2.339378003445461963,22058,88,51602.00,19135,86.75,0.11,0.04
24-May-2024,2.31,2.48,2.28,2.30,2.372055656216881474,29251,81,69385.00,20241,69.20,0.20,-0.01
23-May-2024,2.51,2.51,2.32,2.37,2.373078298176617804,22376,78,53100.00,16409,73.33,0.19,-0.14
22-May-2024,2.36,2.59,2.36,2.40,2.471563011456628477,14664,70,36243.00,9452,64.46,0.23,0.04
21-May-2024,2.48,2.49,2.30,2.47,2.469913369234371341,25626,82,63294.00,24737,96.53,0.19,-0.01
18-May-2024,2.30,2.42,2.26,2.40,2.337710326624876278,15155,31,35428.00,8362,55.18,0.16,0.10
17-May-2024,2.36,2.46,2.30,2.31,2.396321998612074947,14410,50,34531.00,11610,80.57,0.16,-0.05
16-May-2024,2.32,2.43,2.26,2.35,2.414464194029485831,40901,79,98754.00,37627,92.00,0.17,0.03
