Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-December-2019,0.49,0.49,0.49,0.49,0.490000000000000000,100,1,49.00,100,100.00,0.00,0.00
16-December-2019,0.49,0.49,0.49,0.49,0.484615384615384615,130,2,63.00,130,100.00,0.00,0.00
11-December-2019,0.49,0.49,0.49,0.49,0.489661654135338345,1064,4,521.00,1064,100.00,0.00,0.00
6-December-2019,0.49,0.49,0.49,0.49,0.487309644670050761,197,1,96.00,197,100.00,0.00,0.00
3-December-2019,0.49,0.49,0.49,0.49,0.489533777354900095,2102,4,1029.00,2102,100.00,0.00,0.00
2-December-2019,0.49,0.49,0.49,0.49,0.488524590163934426,305,3,149.00,305,100.00,0.00,0.00
29-November-2019,0.49,0.49,0.49,0.49,0.490000000000000000,500,1,245.00,500,100.00,0.00,0.00
28-November-2019,0.49,0.49,0.49,0.49,0.490000000000000000,100,1,49.00,100,100.00,0.00,0.00
27-November-2019,0.49,0.49,0.49,0.49,0.000000000000000000,1,1,0.00,1,100.00,0.00,0.00
25-November-2019,0.49,0.49,0.49,0.49,0.475000000000000000,40,2,19.00,40,100.00,0.00,0.00
22-November-2019,0.49,0.49,0.49,0.49,0.489021956087824351,501,2,245.00,501,100.00,0.00,0.00
21-November-2019,0.49,0.49,0.49,0.49,0.400000000000000000,10,1,4.00,10,100.00,0.00,0.00
19-November-2019,0.49,0.49,0.49,0.49,0.490000000000000000,1100,2,539.00,1100,100.00,0.00,0.00
11-November-2019,0.49,0.49,0.49,0.49,0.488888888888888888,450,1,220.00,450,100.00,0.00,0.00
8-November-2019,0.49,0.49,0.49,0.49,0.480000000000000000,50,1,24.00,50,100.00,0.00,0.00
6-November-2019,0.49,0.49,0.49,0.49,0.400000000000000000,10,1,4.00,10,100.00,0.00,0.00
4-November-2019,0.49,0.49,0.49,0.49,0.488571428571428571,350,2,171.00,350,100.00,0.00,0.00
1-November-2019,0.49,0.49,0.49,0.49,0.486666666666666666,150,1,73.00,150,100.00,0.00,0.00
31-October-2019,0.49,0.49,0.49,0.49,0.489952153110047846,2090,3,1024.00,2090,100.00,0.00,0.00
