Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-March-2018,2.57,2.57,2.57,2.57,2.568106312292358803,301,1,773.00,301,100.00,0.00,0.00
5-March-2018,2.57,2.57,2.57,2.57,2.568965517241379310,348,3,894.00,348,100.00,0.00,0.00
26-February-2018,2.70,2.70,2.70,2.70,2.698729582577132486,551,4,1487.00,551,100.00,0.00,0.00
29-January-2018,2.70,2.70,2.70,2.70,2.700000000000000000,50,1,135.00,50,100.00,0.00,0.00
15-January-2018,2.70,2.70,2.70,2.70,2.700000000000000000,100,1,270.00,100,100.00,0.00,0.00
1-January-2018,2.85,2.85,2.71,2.71,2.794000000000000000,6000,7,16764.00,6000,100.00,0.14,-0.14
26-December-2017,2.95,2.95,2.85,2.85,2.854854368932038834,2060,6,5881.00,2060,100.00,0.10,-0.10
18-December-2017,3.00,3.00,3.00,3.00,3.000000000000000000,109,4,327.00,109,100.00,0.00,0.00
4-December-2017,2.95,2.95,2.95,2.95,2.000000000000000000,1,1,2.00,1,100.00,0.00,0.00
27-November-2017,2.90,3.00,2.85,2.85,2.908538535337384074,6254,17,18190.00,6254,100.00,0.15,-0.05
20-November-2017,2.85,3.00,2.85,3.00,2.851975514746800222,1797,8,5125.00,1797,100.00,0.15,0.15
31-October-2017,3.00,3.00,3.00,3.00,3.000000000000000000,44,1,132.00,44,100.00,0.00,0.00
18-October-2017,3.07,3.07,3.07,3.07,3.070000000000000000,400,1,1228.00,400,100.00,0.00,0.00
16-October-2017,3.23,3.23,3.23,3.23,3.230000000000000000,500,1,1615.00,500,100.00,0.00,0.00
11-October-2017,3.39,3.39,3.39,3.39,3.389097744360902255,1064,4,3606.00,1064,100.00,0.00,0.00
4-October-2017,3.40,3.40,3.23,3.23,3.263745019920318725,5020,7,16384.00,5020,100.00,0.17,-0.17
3-October-2017,3.40,3.40,3.40,3.40,3.400000000000000000,10,1,34.00,10,100.00,0.00,0.00
29-September-2017,3.24,3.24,3.24,3.24,3.240000000000000000,200,2,648.00,200,100.00,0.00,0.00
25-September-2017,3.24,3.24,3.24,3.24,3.240000000000000000,125,1,405.00,125,100.00,0.00,0.00
12-September-2017,3.24,3.24,3.24,3.24,3.200000000000000000,10,1,32.00,10,100.00,0.00,0.00
31-August-2017,2.81,3.09,2.81,3.09,2.893142476697736351,3004,10,8691.00,3004,100.00,0.28,0.28
30-August-2017,2.95,3.25,2.95,2.95,3.021794871794871794,3900,9,11785.00,3900,100.00,0.30,0.00
28-August-2017,3.10,3.42,3.10,3.10,3.112842105263157894,4750,15,14786.00,4750,100.00,0.32,0.00
24-August-2017,3.43,3.43,3.26,3.26,3.274529914529914529,11700,14,38312.00,11700,100.00,0.17,-0.17
23-August-2017,3.43,3.43,3.43,3.43,3.430000000000000000,600,3,2058.00,600,100.00,0.00,0.00
18-August-2017,3.61,3.61,3.61,3.61,3.610000000000000000,700,2,2527.00,700,100.00,0.00,0.00
17-August-2017,3.81,3.81,3.80,3.80,3.805000000000000000,200,2,761.00,200,100.00,0.01,-0.01
