Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-March-2019,8.95,8.95,8.95,8.95,8.950000000000000000,100,1,895.00,100,100.00,0.00,0.00
26-November-2018,8.03,8.50,8.01,8.50,8.046341929321872015,104700,18,842452.00,99700,95.22,0.49,0.47
22-November-2018,8.50,8.50,8.50,8.50,8.500000000000000000,100,1,850.00,100,100.00,0.00,0.00
21-November-2018,9.42,9.42,9.42,9.42,9.420000000000000000,100,1,942.00,100,100.00,0.00,0.00
20-November-2018,12.78,12.78,10.46,10.46,10.690000000000000000,100,3,1069.00,100,100.00,2.32,-2.32
26-February-2018,11.62,11.62,11.62,11.62,11.620000000000000000,5000000,9,58100000.00,5000000,100.00,0.00,0.00
