Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,23.26,23.26,23.26,23.26,23.260000000000000000,5200,2,120952.00,5200,100.00,0.00,0.00
27-June-2024,22.16,22.16,22.16,22.16,22.160000000000000000,10600,3,234896.00,10600,100.00,0.00,0.00
26-June-2024,21.11,21.11,21.11,21.11,21.108000000000000000,250,4,5277.00,250,100.00,0.00,0.00
25-June-2024,20.11,20.11,20.11,20.11,20.110000000000000000,1100,2,22121.00,1100,100.00,0.00,0.00
24-June-2024,19.16,19.16,19.16,19.16,19.160000000000000000,12600,4,241416.00,12600,100.00,0.00,0.00
18-June-2024,19.16,19.16,19.16,19.16,19.160000000000000000,8900,7,170524.00,8900,100.00,0.00,0.00
10-June-2024,19.16,19.16,19.16,19.16,19.160000000000000000,5800,5,111128.00,5800,100.00,0.00,0.00
7-June-2024,18.25,18.25,18.25,18.25,18.250000000000000000,5100,2,93075.00,5100,100.00,0.00,0.00
6-June-2024,17.39,17.39,17.39,17.39,17.390000000000000000,11700,2,203463.00,11700,100.00,0.00,0.00
5-June-2024,16.57,16.57,16.57,16.57,16.570000000000000000,10000,1,165700.00,10000,100.00,0.00,0.00
4-June-2024,15.79,15.79,15.79,15.79,15.790000000000000000,11200,4,176848.00,11200,100.00,0.00,0.00
3-June-2024,15.04,15.04,15.04,15.04,15.040000000000000000,10000,1,150400.00,10000,100.00,0.00,0.00
31-May-2024,14.33,14.33,14.33,14.33,14.330000000000000000,11500,2,164795.00,11500,100.00,0.00,0.00
30-May-2024,13.65,13.65,13.65,13.65,13.650000000000000000,5000,1,68250.00,5000,100.00,0.00,0.00
29-May-2024,13.00,13.00,13.00,13.00,13.000000000000000000,5100,2,66300.00,5100,100.00,0.00,0.00
28-May-2024,12.39,12.39,12.39,12.39,12.390000000000000000,12200,7,151158.00,12200,100.00,0.00,0.00
27-May-2024,11.80,11.80,11.80,11.80,11.800000000000000000,100,1,1180.00,100,100.00,0.00,0.00
18-May-2024,11.24,11.24,11.24,11.24,11.240000000000000000,600,2,6744.00,600,100.00,0.00,0.00
17-May-2024,10.71,10.71,10.71,10.71,10.710000000000000000,400,1,4284.00,400,100.00,0.00,0.00
