Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,64.69,65.70,63.37,64.07,64.201776023680315737,4054,190,260274.00,2593,63.96,2.33,-0.62
27-June-2024,64.20,66.26,64.10,64.56,64.915939136941880768,4009,116,260248.00,3072,76.63,2.16,0.36
26-June-2024,65.64,67.65,65.00,65.15,65.950876552227903579,5476,243,361147.00,4249,77.59,2.65,-0.49
25-June-2024,64.50,67.69,63.47,64.27,65.680381548974943052,14048,233,922678.00,11400,81.15,4.22,-0.23
24-June-2024,66.61,66.74,65.50,65.83,66.336755646817248459,1948,61,129224.00,1393,71.51,1.24,-0.78
21-June-2024,67.00,69.95,66.50,66.97,67.677176754474160466,24865,408,1682793.00,18233,73.33,3.45,-0.03
20-June-2024,60.56,69.99,60.56,66.73,64.239874642508519856,58393,643,3751159.00,42727,73.17,9.43,6.17
19-June-2024,60.01,61.95,60.01,61.05,61.194676882750277245,9919,139,606990.00,7282,73.41,1.94,1.04
18-June-2024,61.00,62.22,60.30,61.07,61.028741911084965123,11899,235,726181.00,8816,74.09,1.92,0.07
14-June-2024,62.50,62.80,61.00,61.42,61.727972297037322046,2599,108,160431.00,1499,57.68,1.80,-1.08
13-June-2024,63.28,63.28,61.96,62.27,62.417316017316017316,2310,84,144184.00,1435,62.12,1.32,-1.01
12-June-2024,63.03,63.44,61.00,61.43,61.977342945417095777,2913,116,180540.00,2482,85.20,2.44,-1.60
11-June-2024,62.46,64.00,61.70,63.12,62.586922474549725920,2554,97,159847.00,1776,69.54,2.30,0.66
10-June-2024,64.00,64.00,60.31,62.45,61.482163034705407586,6195,326,380882.00,3795,61.26,3.69,-1.55
7-June-2024,60.96,61.80,60.35,60.78,61.008124576844955991,1477,59,90109.00,1255,84.97,1.45,-0.18
6-June-2024,57.80,62.98,57.80,60.56,59.681190753367703309,6013,202,358863.00,2888,48.03,5.18,2.76
5-June-2024,55.11,58.87,54.80,57.25,57.150878401653461935,2903,75,165909.00,2470,85.08,4.07,2.14
4-June-2024,61.52,61.52,54.45,54.82,57.030051813471502590,10615,177,605374.00,7776,73.25,7.07,-6.70
3-June-2024,58.16,64.56,58.16,61.84,62.587065368567454798,7190,231,450001.00,4948,68.82,6.40,3.68
31-May-2024,63.49,63.95,62.27,62.43,62.735656748314976163,6083,147,381621.00,5453,89.64,1.68,-1.06
30-May-2024,64.15,66.00,62.93,63.49,63.735088943146145797,5734,147,365457.00,4158,72.51,3.07,-0.66
29-May-2024,63.63,64.39,62.80,63.93,63.582818560551644878,6961,107,442600.00,6341,91.09,1.59,0.30
28-May-2024,65.00,65.04,62.79,63.82,64.199554497273216068,13019,202,835814.00,11570,88.87,2.25,-1.18
