Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,1861.00,1908.00,1802.80,1893.50,1864.158800279004882585,4301,399,8017747.00,2970,69.05,105.20,32.50
27-June-2024,1914.95,1914.95,1848.00,1855.20,1883.259341637010676156,2248,288,4233567.00,1791,79.67,66.95,-59.75
26-June-2024,1929.00,1945.00,1888.00,1893.85,1910.126763668430335097,4536,316,8664335.00,3935,86.75,57.00,-35.15
25-June-2024,1922.00,1949.00,1888.00,1913.15,1917.461029411764705882,2720,321,5215494.00,2116,77.79,61.00,-8.85
24-June-2024,1972.00,1972.00,1906.80,1927.85,1931.617878192534381139,2036,222,3932774.00,1442,70.83,65.20,-44.15
21-June-2024,1989.00,2039.80,1930.00,1935.20,1969.148032651563789782,10903,663,21469621.00,7920,72.64,109.80,-53.80
20-June-2024,1949.00,1999.00,1903.00,1973.15,1949.003767491926803013,3716,360,7242498.00,3170,85.31,96.00,24.15
19-June-2024,1886.25,1949.00,1870.00,1935.55,1921.130300142925202477,4198,433,8064905.00,3180,75.75,79.00,49.30
18-June-2024,1989.00,2019.00,1881.00,1898.00,1923.676988788040576615,7492,653,14412188.00,6359,84.88,138.00,-91.00
14-June-2024,2019.00,2048.80,1866.60,1961.35,1969.817595027492230456,12549,855,24719241.00,9155,72.95,182.20,-57.65
13-June-2024,1898.00,1999.95,1880.00,1977.35,1940.731381745090965314,19403,994,37656011.00,12346,63.63,119.95,79.35
12-June-2024,1724.00,1882.45,1708.00,1856.30,1801.188304260794967114,13988,816,25195022.00,9871,70.57,174.45,132.30
11-June-2024,1769.00,1769.00,1692.00,1711.35,1717.054272517321016166,3464,267,5947876.00,2682,77.42,77.00,-57.65
10-June-2024,1689.00,1737.00,1670.00,1693.65,1701.236201298701298701,3696,372,6287769.00,2743,74.22,67.00,4.65
7-June-2024,1688.00,1720.00,1650.00,1677.80,1686.363377271107944424,5614,358,9467244.00,3997,71.20,70.00,-10.20
6-June-2024,1689.80,1705.60,1650.00,1657.05,1687.067238689547581903,6410,268,10814101.00,3881,60.55,55.60,-32.75
5-June-2024,1649.00,1649.00,1533.95,1624.40,1576.606308146131154980,4407,370,6948104.00,3279,74.40,115.05,-24.60
4-June-2024,1698.90,1719.00,1613.45,1614.65,1629.664288468954878519,5186,413,8451439.00,4253,82.01,105.55,-84.25
3-June-2024,1739.00,1791.00,1682.20,1698.35,1731.350039154267815191,2554,357,4421868.00,2110,82.62,108.80,-40.65
31-May-2024,1719.00,1780.00,1655.00,1705.75,1696.953315649867374005,1885,296,3198757.00,1257,66.68,125.00,-13.25
30-May-2024,1749.00,1780.00,1686.80,1697.45,1713.254241580146872625,3949,308,6765641.00,3155,79.89,93.20,-51.55
29-May-2024,1750.00,1814.95,1732.60,1751.00,1755.520783236001374098,2911,268,5110321.00,2304,79.15,82.35,1.00
28-May-2024,1789.15,1841.75,1770.00,1793.10,1805.642935377875136911,8217,538,14836968.00,5088,61.92,71.75,3.95
27-May-2024,1773.90,1773.90,1678.00,1754.05,1756.690269151138716356,41055,1053,72120919.00,25707,62.62,95.90,-19.85
24-May-2024,1740.00,1740.00,1676.90,1689.45,1706.983168891468369123,1723,154,2941132.00,1373,79.69,63.10,-50.55
23-May-2024,1659.00,1720.00,1650.00,1701.70,1684.599286033020972780,2241,197,3775187.00,1812,80.86,70.00,42.70
22-May-2024,1664.00,1686.85,1626.00,1642.40,1652.040946314831665150,3297,210,5446779.00,2850,86.44,60.85,-21.60
21-May-2024,1625.20,1750.00,1625.20,1659.90,1687.432700794351279788,4532,262,7647445.00,3833,84.58,124.80,34.70
18-May-2024,1645.00,1705.00,1622.30,1674.10,1676.616487455197132616,279,63,467776.00,167,59.86,82.70,29.10
