Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,42.30,46.35,42.30,45.86,42.495344506517690875,537,6,22820.00,534,99.44,4.05,3.56
27-June-2024,43.60,43.60,42.05,42.25,42.656551724137931034,725,15,30926.00,583,80.41,1.55,-1.35
26-June-2024,46.20,47.45,45.59,45.59,47.002735978112175102,731,9,34359.00,651,89.06,1.86,-0.61
25-June-2024,47.55,47.55,45.00,45.92,46.345201238390092879,646,20,29939.00,533,82.51,2.55,-1.63
24-June-2024,41.05,44.65,41.05,44.64,42.941422594142259414,239,13,10263.00,226,94.56,3.60,3.59
21-June-2024,45.81,45.81,44.65,44.65,45.505882352941176470,340,13,15472.00,276,81.18,1.16,-1.16
20-June-2024,45.95,45.95,43.01,43.02,44.111111111111111111,729,17,32157.00,602,82.58,2.94,-2.93
19-June-2024,45.60,46.00,41.00,44.59,42.662863662293211637,1753,20,74788.00,1734,98.92,5.00,-1.01
18-June-2024,47.05,47.05,42.05,42.16,42.390243902439024390,369,11,15642.00,368,99.73,5.00,-4.89
14-June-2024,43.75,43.75,43.00,43.00,43.652415324819544697,1801,6,78618.00,1801,100.00,0.75,-0.75
13-June-2024,46.00,46.00,43.25,44.60,43.747603833865814696,313,6,13693.00,212,67.73,2.75,-1.40
12-June-2024,43.55,43.93,42.50,43.89,43.307388606880992667,1773,31,76784.00,1426,80.43,1.43,0.34
11-June-2024,46.00,46.00,46.00,46.00,46.000000000000000000,220,4,10120.00,220,100.00,0.00,0.00
10-June-2024,46.30,46.30,44.35,45.00,45.000000000000000000,222,9,9990.00,221,99.55,1.95,-1.30
7-June-2024,47.80,47.80,46.20,46.30,46.395833333333333333,96,5,4454.00,96,100.00,1.60,-1.50
6-June-2024,45.50,45.50,45.30,45.30,45.333333333333333333,27,4,1224.00,27,100.00,0.20,-0.20
4-June-2024,45.50,45.50,45.50,45.50,45.500000000000000000,2,2,91.00,2,100.00,0.00,0.00
