Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,26.22,26.80,26.22,26.44,26.563955783655744176,5066,81,134573.00,2922,57.68,0.58,0.22
27-June-2024,26.60,26.89,26.40,26.63,26.697248335963768613,29146,366,778118.00,18879,64.77,0.49,0.03
26-June-2024,26.87,26.90,26.40,26.63,26.595245170876671619,3365,34,89493.00,3348,99.49,0.50,-0.24
25-June-2024,26.00,26.52,26.00,26.42,26.327226560366952438,36626,236,964261.00,33661,91.90,0.52,0.42
24-June-2024,25.50,26.00,25.50,25.97,25.857851701726186316,14309,111,370000.00,12662,88.49,0.50,0.47
21-June-2024,26.05,26.40,25.81,26.05,26.088820482018169532,13319,61,347477.00,10737,80.61,0.59,0.00
20-June-2024,25.45,26.05,25.45,26.01,25.935896118838733537,48671,209,1262326.00,47898,98.41,0.60,0.56
19-June-2024,25.61,26.03,25.15,25.84,25.662651159564382991,43249,394,1109884.00,39450,91.22,0.88,0.23
18-June-2024,25.36,25.36,24.85,25.11,25.128272990331004305,28338,160,712085.00,27313,96.38,0.51,-0.25
14-June-2024,25.40,25.40,24.83,25.03,25.028579825141429725,13611,177,340664.00,11326,83.21,0.57,-0.37
13-June-2024,25.07,25.07,24.90,24.98,24.977856301531213191,4245,84,106031.00,3923,92.41,0.17,-0.09
12-June-2024,25.38,25.38,24.94,25.06,25.017515923566878980,628,16,15711.00,604,96.18,0.44,-0.32
11-June-2024,24.75,25.00,24.75,24.88,24.859200377774279867,12706,208,315861.00,11480,90.35,0.25,0.13
10-June-2024,25.36,25.36,24.84,25.00,24.971875000000000000,960,24,23973.00,934,97.29,0.52,-0.36
7-June-2024,24.55,24.98,24.55,24.86,24.835805084745762711,944,24,23445.00,827,87.61,0.43,0.31
6-June-2024,24.71,24.93,23.43,23.69,23.779720603201036173,43236,105,1028140.00,41955,97.04,1.50,-1.02
5-June-2024,25.32,25.32,23.75,24.73,24.125469043151969981,4264,120,102871.00,3175,74.46,1.57,-0.59
4-June-2024,25.19,25.19,23.68,24.82,24.506971461025131336,35215,259,863013.00,29229,83.00,1.51,-0.37
3-June-2024,24.87,25.41,24.80,25.20,24.844067700747988631,70723,310,1757047.00,66749,94.38,0.61,0.33
31-May-2024,24.00,24.52,24.00,24.40,24.398692810457516339,1071,19,26131.00,1012,94.49,0.52,0.40
30-May-2024,24.59,24.59,24.23,24.26,24.383877505066426480,22205,209,541444.00,20937,94.29,0.36,-0.33
29-May-2024,24.90,24.90,24.27,24.27,24.368211920529801324,755,17,18398.00,746,98.81,0.63,-0.63
28-May-2024,25.20,25.20,24.22,24.51,24.570889698231009365,7688,96,188901.00,7001,91.06,0.98,-0.69
27-May-2024,24.85,24.85,24.50,24.71,24.738422174840085287,11725,164,290058.00,10954,93.42,0.35,-0.14
24-May-2024,24.36,24.36,24.36,24.36,24.359504132231404958,1210,1,29475.00,1210,100.00,0.00,0.00
23-May-2024,24.50,24.50,24.05,24.43,24.235514018691588785,1605,29,38898.00,1378,85.86,0.45,-0.07
22-May-2024,24.56,24.56,23.83,24.01,23.962405679332053400,22397,413,536686.00,21259,94.92,0.73,-0.55
21-May-2024,24.60,24.60,24.06,24.13,24.140615058324496288,4715,105,113823.00,4196,88.99,0.54,-0.47
18-May-2024,24.24,24.24,24.24,24.24,24.230769230769230769,65,5,1575.00,65,100.00,0.00,0.00
17-May-2024,24.17,24.24,24.08,24.24,24.204081632653061224,1127,15,27278.00,1101,97.69,0.16,0.07
16-May-2024,23.95,23.99,23.78,23.99,23.925081433224755700,921,15,22035.00,919,99.78,0.21,0.04
15-May-2024,23.88,24.02,23.88,23.97,23.997444089456869009,1565,34,37556.00,1564,99.94,0.14,0.09
14-May-2024,23.99,24.02,23.92,24.02,23.974967907573812580,1558,23,37353.00,1203,77.21,0.10,0.03
13-May-2024,23.90,24.20,23.55,24.00,23.795060080106809078,1498,40,35645.00,1394,93.06,0.65,0.10
10-May-2024,23.27,23.98,23.27,23.89,23.754312840106518467,8637,35,205166.00,8330,96.45,0.71,0.62
9-May-2024,24.05,24.05,23.70,23.74,23.849681528662420382,2355,65,56166.00,2354,99.96,0.35,-0.31
8-May-2024,24.24,24.65,24.00,24.09,24.081314878892733564,15028,63,361894.00,13091,87.11,0.65,-0.15
7-May-2024,24.06,24.50,24.06,24.25,24.128113022385987001,54007,87,1303087.00,52470,97.15,0.44,0.19
6-May-2024,24.21,24.64,24.21,24.55,24.550000000000000000,2120,6,52046.00,2120,100.00,0.43,0.34
3-May-2024,24.90,24.90,24.35,24.43,24.663679641556986838,3571,52,88074.00,3561,99.72,0.55,-0.47
2-May-2024,24.18,25.16,24.18,24.66,24.751293759512937595,3285,39,81308.00,2482,75.56,0.98,0.48
30-April-2024,25.12,25.12,24.62,24.67,24.797991326181237160,26286,124,651840.00,24425,92.92,0.50,-0.45
29-April-2024,24.60,24.66,23.63,24.63,24.259762147036377512,94344,474,2288763.00,66567,70.56,1.03,0.03
26-April-2024,24.32,24.42,24.20,24.25,24.328273244781783681,1054,21,25642.00,1026,97.34,0.22,-0.07
25-April-2024,24.25,24.25,24.14,24.21,24.174240792590997200,4643,59,112241.00,4617,99.44,0.11,-0.04
24-April-2024,24.35,24.50,24.05,24.40,24.346481178396072013,6110,22,148757.00,6007,98.31,0.45,0.05
23-April-2024,24.63,24.63,24.03,24.07,24.044478924230669769,7734,20,185960.00,7608,98.37,0.60,-0.56
22-April-2024,24.31,24.31,24.00,24.15,24.052573238321456848,6315,13,151892.00,6214,98.40,0.31,-0.16
19-April-2024,23.63,23.98,23.58,23.83,23.751775338928340865,3098,34,73583.00,1784,57.59,0.40,0.20
18-April-2024,24.24,24.24,23.99,24.05,24.047477744807121661,337,9,8104.00,337,100.00,0.25,-0.19
16-April-2024,23.95,24.00,23.80,23.90,23.936405529953917050,7595,130,181797.00,6437,84.75,0.20,-0.05
15-April-2024,24.01,24.30,24.00,24.30,24.056420672534416610,4431,21,106594.00,4301,97.07,0.30,0.29
12-April-2024,24.82,24.82,24.37,24.37,24.390779998264742458,34577,97,843360.00,34532,99.87,0.45,-0.45
10-April-2024,24.60,24.65,24.52,24.65,24.614410905550146056,6162,100,151674.00,5181,84.08,0.13,0.05
9-April-2024,24.60,24.60,24.60,24.60,24.545454545454545454,11,11,270.00,10,90.91,0.00,0.00
8-April-2024,24.53,24.53,24.29,24.35,24.456260720411663807,583,21,14258.00,529,90.74,0.24,-0.18
5-April-2024,24.46,24.46,24.07,24.25,24.214191852825229960,1522,15,36854.00,1513,99.41,0.39,-0.21
4-April-2024,24.37,24.37,23.95,24.09,24.017825574543311726,6788,45,163033.00,6585,97.01,0.42,-0.28
3-April-2024,23.96,24.19,23.82,23.89,23.938441670253981919,2323,46,55609.00,2262,97.37,0.37,-0.07
