Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,8.99,9.20,8.93,9.20,9.118512049472466778,42367,51,386324.00,42367,100.00,0.27,0.21
27-June-2024,9.00,9.15,8.90,8.94,8.996016368120105146,36901,45,331962.00,36901,100.00,0.25,-0.06
26-June-2024,9.39,9.39,8.90,8.95,9.073662790697674418,34400,68,312134.00,34400,100.00,0.49,-0.44
25-June-2024,9.54,9.56,9.17,9.20,9.372757440630509177,38572,61,361526.00,38572,100.00,0.39,-0.34
24-June-2024,8.90,9.39,8.90,9.12,9.233588685916322922,16970,45,156694.00,16970,100.00,0.49,0.22
21-June-2024,9.15,9.44,8.90,8.96,9.143134370005834453,78842,93,720863.00,78842,100.00,0.54,-0.19
20-June-2024,9.04,9.34,8.70,9.18,8.860733170313708278,95694,115,847919.00,95694,100.00,0.64,0.14
19-June-2024,9.69,9.97,9.03,9.04,9.664732645990733397,47914,104,463076.00,47914,100.00,0.94,-0.65
18-June-2024,8.95,9.65,8.95,9.50,9.395505178815712331,51170,216,480768.00,51170,100.00,0.70,0.55
14-June-2024,9.60,9.75,9.40,9.40,9.416065522129469207,31745,83,298913.00,31745,100.00,0.35,-0.20
13-June-2024,9.34,10.00,9.08,9.89,9.730019004381565749,75772,126,737263.00,75772,100.00,0.92,0.55
12-June-2024,10.44,10.51,9.51,9.53,9.951231036289121480,194714,229,1937644.00,194714,100.00,1.00,-0.91
11-June-2024,10.28,10.29,9.96,10.01,10.228004983431819558,231166,178,2364367.00,231166,100.00,0.33,-0.27
10-June-2024,9.80,9.80,9.79,9.80,9.797529640501696466,78693,66,770997.00,78693,100.00,0.01,0.00
7-June-2024,9.30,9.34,9.11,9.34,9.323794825880024504,84884,69,791441.00,84884,100.00,0.23,0.04
6-June-2024,8.50,8.91,8.50,8.90,8.821230348996018946,68826,129,607130.00,68826,100.00,0.41,0.40
5-June-2024,8.70,8.78,8.37,8.49,8.592458432304038004,16840,52,144697.00,16840,100.00,0.41,-0.21
4-June-2024,8.95,9.38,8.50,8.78,8.948987063705150109,20485,52,183320.00,20485,100.00,0.88,-0.17
3-June-2024,9.40,9.40,8.93,8.94,9.001187967585455882,70709,146,636465.00,70709,100.00,0.47,-0.46
27-May-2024,8.74,9.66,8.74,9.40,9.390914240398776481,44135,60,414468.00,44135,100.00,0.92,0.66
21-May-2024,8.95,9.50,8.95,9.20,9.077253988169922925,27895,64,253210.00,27895,100.00,0.55,0.25
13-May-2024,9.42,9.44,9.42,9.42,9.420032965639660200,39435,15,371479.00,39435,100.00,0.02,0.00
6-May-2024,9.91,10.20,9.91,9.91,9.910103347550169897,184523,38,1828642.00,184523,100.00,0.29,0.00
29-April-2024,10.50,11.04,10.00,10.43,10.499009837741152421,93924,167,986109.00,93924,100.00,1.04,-0.07
22-April-2024,10.55,10.75,10.52,10.52,10.564641998293382980,64455,48,680944.00,64455,100.00,0.23,-0.03
15-April-2024,11.07,11.07,11.07,11.07,11.069985533995111488,60141,7,665760.00,60141,100.00,0.00,0.00
8-April-2024,12.05,12.07,11.10,11.65,11.782327042489644115,122877,207,1447777.00,122877,100.00,0.97,-0.40
5-April-2024,11.50,11.50,11.21,11.50,11.420801301955073984,140097,97,1600020.00,140097,100.00,0.29,0.00
4-April-2024,10.96,10.96,10.96,10.96,10.959680992467877713,2257,6,24736.00,2257,100.00,0.00,0.00
3-April-2024,10.44,10.44,10.44,10.44,10.439446366782006920,1445,6,15085.00,1445,100.00,0.00,0.00
2-April-2024,9.95,9.95,9.95,9.95,9.949787234042553191,3525,6,35073.00,3525,100.00,0.00,0.00
1-April-2024,9.48,9.48,9.48,9.48,9.479991229031904396,9121,15,86467.00,9121,100.00,0.00,0.00
26-March-2024,9.03,9.03,9.03,9.03,9.029987293519695044,62960,35,568528.00,62960,100.00,0.00,0.00
18-March-2024,9.50,9.50,9.50,9.50,9.499993891488399936,81853,37,777603.00,81853,100.00,0.00,0.00
11-March-2024,10.00,10.00,10.00,10.00,10.000000000000000000,26900,10,269000.00,26900,100.00,0.00,0.00
4-March-2024,10.52,10.52,10.52,10.52,10.519950279676817899,16090,13,169266.00,16090,100.00,0.00,0.00
26-February-2024,11.65,11.95,11.07,11.07,11.243178123360515049,154393,100,1735868.00,154393,100.00,0.88,-0.58
19-February-2024,11.65,12.50,11.65,11.65,11.713736001710216901,60811,58,712324.00,60811,100.00,0.85,0.00
12-February-2024,12.26,12.26,12.26,12.26,12.259989580208711577,63341,11,776560.00,63341,100.00,0.00,0.00
8-February-2024,12.90,12.90,12.70,12.90,12.899268726949001653,471780,157,6085617.00,471780,100.00,0.20,0.00
7-February-2024,12.29,12.29,12.29,12.29,12.289966394623139702,14581,18,179200.00,14581,100.00,0.00,0.00
6-February-2024,11.71,11.71,11.71,11.71,11.709927360774818401,8260,14,96724.00,8260,100.00,0.00,0.00
5-February-2024,11.08,11.16,11.08,11.16,11.157738496829037916,7411,17,82690.00,7411,100.00,0.08,0.08
2-February-2024,10.63,10.63,10.63,10.63,10.629974848350347684,13518,12,143696.00,13518,100.00,0.00,0.00
1-February-2024,10.13,10.13,10.13,10.13,10.129991998254164544,41241,21,417771.00,41241,100.00,0.00,0.00
29-January-2024,9.30,10.08,9.13,9.65,9.720428663939475305,126626,154,1230859.00,126626,100.00,0.95,0.35
