Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,66.50,66.50,66.31,66.33,66.320000000000000000,25,2,1658.00,25,100.00,0.19,-0.17
27-June-2024,67.10,67.10,66.26,66.27,66.768072289156626506,332,6,22167.00,332,100.00,0.84,-0.83
26-June-2024,68.41,70.00,65.12,66.02,66.593306863301191151,1763,15,117404.00,1463,82.98,4.88,-2.39
25-June-2024,71.00,73.00,68.41,68.41,69.773318872017353579,922,22,64331.00,922,100.00,4.59,-2.59
21-June-2024,68.00,70.50,66.11,70.40,67.050632911392405063,158,6,10594.00,128,81.01,4.39,2.40
20-June-2024,68.20,70.00,67.99,68.00,68.172064077446121931,8677,23,591529.00,8612,99.25,2.01,-0.20
19-June-2024,70.00,71.00,67.25,67.25,69.941823899371069182,636,9,44483.00,636,100.00,3.75,-2.75
18-June-2024,66.05,70.00,66.05,70.00,68.670697412823397075,3556,20,244193.00,3181,89.45,3.95,3.95
14-June-2024,67.00,68.00,65.05,68.00,66.878947368421052631,380,12,25414.00,375,98.68,2.95,1.00
13-June-2024,66.50,70.00,66.50,69.00,69.010526315789473684,475,15,32780.00,469,98.74,3.50,2.50
12-June-2024,68.75,68.75,68.50,68.50,68.508849557522123893,1356,7,92898.00,1356,100.00,0.25,-0.25
11-June-2024,69.78,69.78,69.75,69.75,69.750000000000000000,28,4,1953.00,21,75.00,0.03,-0.03
10-June-2024,75.00,75.00,68.50,68.55,69.520784680056048575,2141,35,148844.00,2068,96.59,6.50,-6.45
7-June-2024,66.45,73.00,66.45,67.19,66.990566037735849056,1590,15,106515.00,1575,99.06,6.55,0.74
6-June-2024,64.99,66.45,64.99,66.45,65.923076923076923076,260,7,17140.00,260,100.00,1.46,1.46
5-June-2024,62.80,64.99,59.50,64.99,62.069868995633187772,687,19,42642.00,500,72.78,5.49,2.19
4-June-2024,66.50,66.50,65.05,66.45,66.456603773584905660,265,12,17611.00,263,99.25,1.45,-0.05
3-June-2024,67.10,68.25,66.31,66.74,66.648636153490522422,2163,23,144161.00,2162,99.95,1.94,-0.36
31-May-2024,67.02,68.50,67.02,67.10,67.189349112426035502,676,8,45420.00,676,100.00,1.48,0.08
30-May-2024,66.02,67.02,66.02,67.02,66.693750000000000000,160,6,10671.00,160,100.00,1.00,1.00
29-May-2024,64.30,69.89,64.30,68.95,68.512987012987012987,462,12,31653.00,434,93.94,5.59,4.65
28-May-2024,68.55,68.55,67.25,67.96,68.367283950617283950,972,13,66453.00,972,100.00,1.30,-0.59
27-May-2024,77.00,77.00,67.11,68.01,70.744186046511627906,3010,39,212940.00,1923,63.89,9.89,-8.99
24-May-2024,68.75,71.99,68.25,68.51,69.453244762391415431,1957,21,135920.00,1655,84.57,3.74,-0.24
23-May-2024,69.00,69.00,68.20,68.50,68.403010033444816053,598,17,40905.00,598,100.00,0.80,-0.50
22-May-2024,72.00,72.00,68.16,70.00,69.198782961460446247,493,15,34115.00,493,100.00,3.84,-2.00
18-May-2024,72.42,72.42,72.00,72.00,72.184079601990049751,201,6,14509.00,201,100.00,0.42,-0.42
17-May-2024,73.70,73.70,68.11,70.81,69.373697916666666666,768,11,53279.00,718,93.49,5.59,-2.89
16-May-2024,68.70,68.70,68.70,68.70,68.700000000000000000,120,3,8244.00,120,100.00,0.00,0.00
15-May-2024,66.63,71.95,66.63,68.60,68.133946830265848670,978,21,66635.00,930,95.09,5.32,1.97
14-May-2024,68.50,69.19,66.25,66.63,67.905263157894736842,190,21,12902.00,182,95.79,2.94,-1.87
