Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,30.99,30.99,30.00,30.05,30.127624035032278452,22151,130,667357.00,17912,80.86,0.99,-0.94
27-June-2024,30.51,32.20,29.33,30.43,31.049919832264430192,32432,159,1007011.00,24280,74.86,2.87,-0.08
26-June-2024,30.70,31.49,30.57,31.01,31.009890279709473033,6471,78,200665.00,6040,93.34,0.92,0.31
25-June-2024,31.75,31.75,31.00,31.19,31.355273287143956889,10392,99,325844.00,9361,90.08,0.75,-0.56
24-June-2024,32.29,32.50,30.80,30.99,31.342805090964297462,39521,200,1238699.00,29877,75.60,1.70,-1.30
21-June-2024,31.85,32.29,31.12,31.66,31.774621434440662049,17038,122,541376.00,11941,70.08,1.17,-0.19
20-June-2024,32.10,32.43,31.11,31.47,31.477443490835926938,31809,129,1001266.00,19122,60.12,1.32,-0.63
19-June-2024,32.49,32.92,31.17,31.68,31.940039708802117802,15110,92,482614.00,9050,59.89,1.75,-0.81
18-June-2024,34.00,34.00,31.70,32.29,32.608626887131560028,20865,126,680379.00,13838,66.32,2.30,-1.71
14-June-2024,32.95,33.38,32.12,32.66,32.808280077799388719,14396,66,472308.00,12278,85.29,1.26,-0.29
13-June-2024,33.44,33.44,32.00,32.91,32.952085402184707050,28196,147,929117.00,22795,80.84,1.44,-0.53
12-June-2024,31.75,33.00,31.55,32.26,32.177386789731756561,17335,109,557795.00,14005,80.79,1.45,0.51
11-June-2024,32.25,32.60,31.51,31.95,32.003216899445084845,37303,167,1193816.00,30222,81.02,1.09,-0.30
10-June-2024,31.80,33.15,30.58,31.92,31.877417621776504297,22336,143,712014.00,18853,84.41,2.57,0.12
7-June-2024,31.05,32.51,30.51,31.03,31.400481599941178633,54402,185,1708249.00,33359,61.32,2.00,-0.02
6-June-2024,31.48,32.29,29.20,30.44,30.299072642967542503,11646,106,352863.00,7168,61.55,3.09,-1.04
5-June-2024,29.50,31.85,29.00,30.27,30.437683652261162474,55812,150,1698788.00,41976,75.21,2.85,0.77
4-June-2024,31.00,31.50,26.50,29.29,29.708555994423791821,34432,208,1022925.00,20945,60.83,5.00,-1.71
3-June-2024,32.60,34.00,29.01,30.10,30.699144268027113514,97811,362,3002714.00,64272,65.71,4.99,-2.50
31-May-2024,31.00,32.84,30.10,31.49,31.233698788228505481,13864,139,433024.00,8670,62.54,2.74,0.49
30-May-2024,33.00,33.00,30.01,31.33,31.010159493117762726,27462,163,851601.00,16522,60.16,2.99,-1.67
29-May-2024,31.06,33.00,31.04,32.46,31.851953744287979110,21446,100,683097.00,16396,76.45,1.96,1.40
28-May-2024,31.55,32.15,30.57,31.58,31.206431872924939782,15361,123,479362.00,10502,68.37,1.58,0.03
27-May-2024,33.45,33.45,30.30,30.96,31.470522880355530865,14401,174,453207.00,9827,68.24,3.15,-2.49
24-May-2024,32.15,33.35,31.05,31.87,32.278435679495750167,20942,168,675975.00,17135,81.82,2.30,-0.28
23-May-2024,33.70,34.00,32.60,33.44,33.252030488566787454,8003,110,266116.00,5045,63.04,1.40,-0.26
22-May-2024,33.45,34.00,32.80,33.79,33.675575882180170352,47666,156,1605180.00,40624,85.23,1.20,0.34
21-May-2024,33.93,33.93,32.00,33.01,32.933408008961075329,17855,100,588026.00,13120,73.48,1.93,-0.92
18-May-2024,34.00,34.00,31.50,32.70,32.872072072072072072,3330,59,109464.00,1263,37.93,2.50,-1.30
17-May-2024,32.29,33.00,30.80,32.59,32.448855847305704945,18966,109,615425.00,14888,78.50,2.20,0.30
16-May-2024,33.40,33.40,30.70,31.42,31.236114774758931973,34119,187,1065745.00,20493,60.06,2.70,-1.98
15-May-2024,31.88,32.89,31.05,31.63,31.801949860724233983,14360,115,456676.00,7499,52.22,1.84,-0.25
