Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,220.00,235.00,214.00,232.85,228.860990297758447641,5978,86,1368131.00,5156,86.25,21.00,12.85
27-June-2024,222.00,228.45,215.05,218.25,223.809238363892806770,2836,32,634723.00,1695,59.77,13.40,-3.75
26-June-2024,220.00,224.05,217.20,222.75,221.778181818181818181,275,17,60989.00,175,63.64,6.85,2.75
25-June-2024,220.00,234.00,217.00,221.70,222.546623794212218649,2177,49,484484.00,1662,76.34,17.00,1.70
24-June-2024,220.00,227.95,211.20,226.70,222.537131230925737538,1966,25,437508.00,1135,57.73,16.75,6.70
21-June-2024,234.90,234.90,218.00,219.00,227.828419526341227646,2069,31,471377.00,1153,55.73,16.90,-15.90
20-June-2024,215.00,221.95,206.00,221.35,212.580281690140845070,355,15,75466.00,266,74.93,15.95,6.35
19-June-2024,224.35,224.35,213.50,218.00,218.410256410256410256,234,25,51108.00,204,87.18,10.85,-6.35
18-June-2024,211.60,231.00,211.60,222.35,226.144851657940663176,1719,41,388743.00,1287,74.87,19.40,10.75
14-June-2024,212.00,218.75,211.00,217.40,211.438034188034188034,468,8,98953.00,466,99.57,7.75,5.40
13-June-2024,212.00,212.00,212.00,212.00,212.000000000000000000,61,6,12932.00,61,100.00,0.00,0.00
12-June-2024,210.00,216.55,206.00,211.00,208.512345679012345679,1296,24,270232.00,1142,88.12,10.55,1.00
11-June-2024,214.00,219.95,214.00,214.00,214.800643086816720257,311,15,66803.00,283,91.00,5.95,0.00
10-June-2024,226.00,226.80,209.00,214.00,217.909624413145539906,852,20,185659.00,683,80.16,17.80,-12.00
7-June-2024,223.90,223.90,210.60,210.75,218.180769230769230769,520,11,113454.00,375,72.12,13.30,-13.15
6-June-2024,202.00,214.90,202.00,206.00,207.220190779014308426,1258,39,260683.00,986,78.38,12.90,4.00
5-June-2024,190.05,202.00,190.05,202.00,194.802721088435374149,441,34,85908.00,265,60.09,11.95,11.95
4-June-2024,213.00,213.00,198.50,204.65,204.133016627078384798,421,16,85940.00,308,73.16,14.50,-8.35
3-June-2024,220.00,225.95,214.40,215.00,221.665647298674821610,2943,22,652362.00,1885,64.05,11.55,-5.00
